"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C1_H3","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","C2_H3","Type","RR1","RR2"
"8755",345,104,0.16304749,99717194,100349,360,2,4,100349,0.034731444,11.583655,0.039670054,40.726013,55.26983,19322.074,556328,131.22685,424.03146,413.55722,7.920002,657.425,-97.27592,-288.34543,-110.42051,100349,0.12831604,14.549488,0.06271331,48.965008,55.77035,30483.016,237562,197.84956,456.85797,446.38373,7.2000017,80.00728,-351.9858,-273.36707,-45.323807,1,233,72
"8756",346,104,0.044173565,99477751,100624,360,2,4,100624,0.018655615,8.709524,0.028935296,30.883188,60.698036,10923.235,585520,71.038025,382.966,372.49176,6.4800014,706.1677,-162.44383,-193.17326,-110.54383,100624,0.02551795,4.957249,0.02542179,14.99574,64.773895,3538.7017,138675,21.944233,301.81247,291.33823,5.400001,134.14566,-290.1551,-155.7056,-93.31161,1,275,0
"8757",347,104,0.12107726,99564710,100902,360,2,4,100902,0.045491338,13.140586,0.043225612,41.100224,55.82177,24865.201,546592,166.41762,442.1907,431.71646,8.280002,601.04663,-84.616776,-371.253,-124.42175,100902,0.075585924,9.351093,0.04629254,29.996365,58.892834,12591.783,166589,80.35874,393.20096,382.7267,6.4800014,66.259186,-297.35574,-231.47751,-87.20495,1,278,4
"8758",348,104,0.15411077,136342958,101187,360,2,4,101187,0.049085442,14.2309065,0.044471584,48.526375,54.98915,29162.691,594121,196.59677,453.6697,443.19547,7.920002,633.42676,-192.40489,-340.72058,-103.046364,101187,0.10502533,11.953075,0.056382433,37.997047,57.26454,20574.146,195897,132.26128,428.55228,418.07806,6.4800014,45.499012,-353.1698,-211.87067,-60.287495,1,285,0
"8759",349,104,0.10153198,99609541,101478,360,2,4,101478,0.04327603,13.678407,0.04441041,42.596436,54.90824,26942.229,622567,182.5078,447.96777,437.49353,7.560002,692.8104,-151.1273,-283.84186,-110.602394,101478,0.05825595,7.3195114,0.03999733,24.999382,61.792084,7714.836,132430,48.206528,357.9282,347.45395,6.1200013,64.04339,-280.7344,-191.40439,-71.87628,1,291,0
"8760",350,104,0.119010545,99910163,101765,360,2,4,101765,0.023258286,9.669736,0.031092398,29.865627,60.096756,13464.547,578914,87.60002,398.02606,387.55185,6.4800014,703.779,-45.79217,-223.54745,-134.4406,101765,0.09575226,10.41633,0.05007851,32.998024,60.130417,15623.992,163171,97.91609,408.7359,398.26166,5.760001,104.910095,-278.76782,-217.12862,-108.095,1,287,14
"8761",351,104,0.13209248,99532421,102062,360,2,4,102062,0.04601461,14.90477,0.04449185,51.744682,54.75747,31989.91,695212,216.75513,460.32925,449.855,8.640001,667.08484,-204.84505,-402.08923,-120.75857,102062,0.08607786,9.484301,0.05126649,29.904795,57.340145,12953.083,150481,83.674965,395.2378,384.76355,6.4800014,44.05933,-311.02527,-185.61674,-66.30518,1,297,0
"8762",352,104,0.16182464,99817939,102348,360,2,4,102348,0.06863088,15.974477,0.052204173,53.868835,55.582726,36746.484,535422,243.51898,470.3128,459.83856,7.560002,593.23126,-123.528,-347.15756,-104.760475,102348,0.09319376,9.146098,0.04943837,29.99999,61.509956,12045.76,129255,74.59469,390.00906,379.53482,5.400001,58.19879,-270.08487,-180.3833,-91.31378,1,286,0
"8763",353,104,0.15361531,99563136,102616,360,2,4,102616,0.060941312,14.717776,0.049223334,47.22947,56.494522,31192.262,511841,205.36758,458.5139,448.03964,7.920002,576.3451,-102.007,-356.11273,-106.08225,102616,0.092674,9.6257305,0.048128653,32,63.00072,13342.276,143970,81.56169,397.36926,386.89502,5.040001,97.4625,-273.50052,-179.42107,-118.88773,1,268,27
"8764",354,104,0.13696477,99574537,102893,360,2,4,102893,0.037902948,13.909219,0.04164437,49.366776,56.15782,27859.158,735013,186.7516,450.37668,439.90244,8.280002,736.29913,-147.09688,-359.8309,-117.90604,102893,0.099061824,10.2316675,0.05530631,35.996796,58.08949,15074.932,152177,96.26591,406.16016,395.6859,6.4800014,65.756485,-302.53638,-187.07768,-79.06836,1,277,0
"8765",355,104,0.12707461,99543598,103176,360,2,4,103176,0.032837447,12.229602,0.036615573,40.56499,58.914726,21537.096,655870,140.56764,431.84564,421.3714,7.560002,701.69495,-95.998535,-332.1428,-149.74171,103176,0.09423716,10.345081,0.051468067,35.991966,63.857975,15410.98,163534,93.49094,407.74753,397.2733,6.4800014,48.12248,-259.2578,-266.2742,-87.69663,1,283,0
"8766",356,104,0.12344225,99447914,103463,360,2,4,103463,0.0537038,13.83432,0.046580203,48.540787,57.65622,27559.932,513184,179.82071,449.59988,439.12564,7.2000017,617.1343,-68.62515,-292.88297,-119.4972,103463,0.06973845,8.488312,0.0412054,27.999971,64.084114,10375.407,148776,63.257736,379.26132,368.78708,5.040001,137.27042,-266.36865,-176.8795,-131.60086,1,287,0
"8767",357,104,0.15478209,141016940,103751,360,2,4,103751,0.05286288,14.219258,0.048529893,48.850327,53.12205,29114.97,550764,200.31717,453.5512,443.07697,8.280002,633.4007,-109.01142,-298.5047,-139.5134,103751,0.101919204,11.712162,0.058855087,36.57421,57.016132,19753.164,193812,127.42061,425.62033,415.1461,7.560002,30.78833,-331.40784,-246.32635,-51.020485,1,288,1
"8768",358,104,0.1559947,99609997,104041,360,2,4,104041,0.06520128,16.710894,0.056076825,67.98281,52.201283,40212.566,616745,277.91187,476.80267,466.32843,4.680001,740.60266,7.03912,4.8588676,-167.23395,104041,0.090793416,21.67629,0.105738,66.91483,54.364662,67660.07,745209,473.06754,508.3891,497.91486,13.319997,-564.58136,-274.2556,-522.33777,103.65326,1,290,6
"8769",359,104,0.07347384,100000021,104339,360,2,4,104339,0.022854982,10.039872,0.030987259,36.27467,54.73559,14515.062,635094,100.58218,403.43338,392.95914,8.280002,671.01013,-132.9171,-360.11902,-151.56422,104339,0.050618857,8.02806,0.039940596,26.302036,57.84443,9280.765,183346,60.533707,371.2337,360.75946,7.2000017,21.012726,-321.74103,-257.0561,-63.471737,1,298,0
"8770",360,104,0.19154792,99623509,104612,360,2,4,104612,0.08417841,17.916319,0.052234165,64.989494,55.120518,46223.207,549110,306.00143,486.83246,476.35822,6.4800014,603.5586,-97.753395,-333.7115,-132.98473,104612,0.107369505,12.042535,0.059032034,31.786453,58.310905,20883.262,194499,132.77103,429.626,419.15176,6.8400016,-9.570892,-331.51053,-242.1714,-70.554184,1,273,21
"8771",361,104,0.26486313,99743590,104881,360,2,4,104881,0.13516837,21.095749,0.06613088,63.985424,58.14311,64084.41,474108,405.5077,510.35623,499.882,6.8400016,556.9925,-77.930305,-290.5672,-96.33515,104881,0.12969477,14.983649,0.07605913,47.10327,51.662163,32329.404,249273,219.75072,461.09143,450.6172,8.640001,-65.52151,-339.85605,-311.59784,7.4255395,1,269,26
"8772",362,104,0.16928153,99924052,105172,360,2,4,105172,0.05805087,16.066439,0.050523393,52.982395,52.47523,37170.785,640314,257.00653,471.1394,460.66516,6.8400016,705.2523,-197.97433,-212.86195,-145.80264,105172,0.11123066,11.661024,0.06137381,43.942905,53.70539,19581.045,176040,130.57423,424.9902,414.51596,5.760001,52.493294,-331.09967,-156.92798,-139.46323,1,291,0
"8773",363,104,0.18561228,99569159,105449,360,2,4,105449,0.06103671,16.294819,0.04998411,56.43347,54.01399,38235.043,626427,259.04782,473.1699,462.69565,8.640001,644.506,-122.267136,-379.1401,-118.775734,105449,0.12457557,13.587181,0.05328306,43.82618,50.170418,26584.053,213397,184.31842,447.00406,436.52982,8.640001,-8.093639,-411.03635,-129.20172,33.218983,1,277,29
"8774",364,104,0.18459485,99466254,105741,360,2,4,105741,0.060769733,16.325285,0.051337373,51.531105,54.54116,38378.152,631534,258.38293,473.44064,462.9664,8.280002,664.4468,-140.1126,-358.68945,-58.108685,105741,0.123825125,12.214913,0.06395242,55.84956,55.60565,21485.393,173514,139.84148,431.67264,421.1984,6.1200013,80.87298,-321.44574,-179.67963,-99.37843,1,292,0
"8775",365,104,0.10110366,138395209,106039,360,2,4,106039,0.061451454,15.119165,0.049571034,54.727905,56.80385,32916.84,535656,215.9375,462.38852,451.91428,7.920002,599.76636,-143.3659,-337.96375,-90.80859,106039,0.03965221,6.4688077,0.032836586,18.614506,52.773026,6025.748,151965,42.043087,340.13675,329.6625,6.8400016,120.91219,-318.79227,-160.87892,-61.716576,1,298,0
"8776",366,104,0.23530589,99978660,106329,360,2,4,106329,0.045894857,14.379977,0.04229405,47.88064,53.5953,29776.86,648806,204.59167,455.1704,444.69617,7.560002,685.7399,-161.32014,-339.3584,-87.18722,106329,0.18941103,17.139603,0.07935001,46.9994,56.606228,42302.3,223336,269.06516,480.45035,469.9761,6.1200013,-54.71263,-336.37625,-249.24654,-52.60566,1,290,14
"8777",367,104,0.14264378,99766668,106625,360,2,4,106625,0.016422462,8.7172985,0.031584416,24.919569,59.725212,10942.746,666328,72.16863,383.09448,372.62024,5.400001,806.0543,-44.520306,57.504772,19.30849,106625,0.12622131,8.333863,0.048736043,26.299747,49.530624,10001.272,79236,69.88352,376.61703,366.1428,4.680001,57.46343,-242.49107,62.418983,56.873646,38,296,0
"8778",368,104,0.18059646,99755241,106898,360,2,4,106898,0.06778967,15.224599,0.0502462,56.000523,57.0977,33377.53,492369,217.6339,463.3893,452.91507,5.040001,676.3983,2.151499,-0.6978171,38.363388,106898,0.11280679,9.385312,0.048377898,35.273567,71.82567,12684.108,112441,72.275185,393.72693,383.2527,3.9600005,90.31983,-250.00458,-3.3853514,-170.54457,38,273,27
"8779",369,104,0.110301614,100927752,107175,360,2,4,107175,0.025056826,9.513132,0.032691177,35.913464,57.408207,13031.955,520096,87.15694,395.67487,385.20062,6.8400016,653.1335,-148.0168,-224.59007,-90.172905,107175,0.08524479,10.378131,0.0501359,32.999294,58.600307,15509.607,181942,98.94593,408.20685,397.7326,6.1200013,49.986725,-338.267,-205.92894,-84.27601,1,277,17
"8780",370,104,0.21636447,99652099,107473,360,2,4,107473,0.036878787,11.047825,0.04106998,38.15849,53.42887,17575.84,476584,122.12444,417.1461,406.67184,10.08,576.3639,-60.89211,-350.6871,11.1074,107473,0.1794857,9.992815,0.060931798,39.477425,48.871876,14379.316,80114,99.97998,402.7587,392.28445,5.040001,77.28167,-223.23352,40.338226,91.114426,38,298,0
"8781",371,104,0.11681446,99960402,107764,360,2,4,107764,0.015439373,6.98751,0.028993819,24.009459,55.556396,7030.8438,455384,48.843372,351.23938,340.76514,9.000001,612.9622,-51.027016,-263.55432,23.78273,107764,0.10137508,6.427641,0.04526508,20.909372,50.467056,5949.298,58686,41.398006,339.2174,328.74316,4.680001,65.98387,-187.8173,98.70787,58.002266,38,291,9
"8782",372,104,0.13716204,99424927,108057,360,2,4,108057,0.05638566,14.822626,0.048598774,51.481125,53.740807,31638.275,561105,215.56778,459.53583,449.06158,8.280002,614.239,-160.66713,-346.86783,-77.75587,108057,0.080776386,11.312382,0.04793382,35.99913,60.01395,18427.678,228132,116.12353,420.61923,410.145,6.1200013,107.11478,-363.12192,-232.78764,-110.37721,1,293,10
"8783",373,104,0.1294617,132596537,108362,360,2,4,108362,0.011780621,7.9832945,0.029677674,26.921082,57.638184,9177.551,779038,62.62448,370.4285,359.95425,5.400001,867.0315,4.8238587,133.70464,14.716878,108362,0.117681086,7.2082353,0.059083894,26.277391,50.30196,7482.046,63579,51.893436,355.7222,345.24796,5.400001,150.78299,-179.11597,30.822458,18.135735,38,305,0
"8784",374,104,0.21257858,99574091,108665,360,2,4,108665,0.0569579,16.650425,0.057613928,56.999996,53.601086,39922.08,700905,272.34808,476.28067,465.80643,3.9600005,771.4364,-6.2234325,255.76631,-20.338688,108665,0.15562068,7.770788,0.06585414,29.81155,48.872807,8695.461,55876,60.798126,366.54343,356.06918,7.920002,178.093,-111.34886,-47.983284,27.61263,38,303,0
"8785",375,104,0.1552394,99475260,108943,360,2,4,108943,0.070698105,17.48181,0.059060168,64.99996,53.997303,44008.367,622483,296.73087,483.2971,472.82285,5.400001,759.6015,32.745747,6.2140226,-19.219627,108943,0.08454129,8.569027,0.046319064,25.999989,60.63733,10573.664,125071,66.16377,380.6241,370.1499,5.400001,142.9874,-236.1709,-160.45222,-111.93911,38,278,27
"8786",376,104,0.20802665,99880776,109223,360,2,4,109223,0.027757416,11.087801,0.035652094,49.001656,56.570335,17703.264,637785,119.193344,417.7317,407.25745,4.680001,768.0082,-64.48351,129.43532,96.61013,109223,0.18026923,10.658373,0.06382259,38.884575,50.412376,16358.531,90745,111.54054,412.04373,401.5695,6.1200013,139.21826,-205.62756,41.9293,104.709045,38,280,11
"8787",377,104,0.24022686,99518035,109516,360,2,4,109516,0.08030578,18.574335,0.05431092,79.71488,53.673717,49680.848,618646,334.97974,492.0255,481.55127,8.640001,655.9757,-165.76526,-326.12738,-69.45489,109516,0.1599211,13.812244,0.06906122,43.62015,50.174206,27472.045,171785,188.709,449.3699,438.89566,6.1200013,60.636456,-293.81888,-217.6115,-83.37783,38,293,0
"8788",378,104,0.41958547,100089127,109809,360,2,4,109809,0.09890006,19.595867,0.057634905,71.000694,68.2942,55295.715,559107,323.70047,499.7358,489.26157,4.3200006,688.61835,-55.28342,30.016369,160.18376,109809,0.32068542,14.773243,0.08299575,49.00001,48.831562,31427.812,98002,213.43549,459.05566,448.58142,3.2400002,81.22254,-196.9041,-102.89081,-103.05023,38,293,4
"8789",379,104,0.10877261,99818690,110106,360,2,4,110106,0.0602607,14.122052,0.048865233,56.327732,55.37606,28718.26,476567,191.59264,452.5627,442.08847,8.640001,501.8582,-143.71245,-417.6378,-30.210218,110106,0.048511915,5.392918,0.03907912,20.896244,52.18963,4188.0337,86330,29.242413,313.9424,303.46817,5.040001,182.36104,-210.394,61.377277,-29.216227,38,297,0
"8790",380,104,0.26060158,99433484,110398,360,2,4,110398,0.09838948,18.460436,0.061534785,59.998756,56.48295,49073.426,498767,318.62604,491.14062,480.66638,4.3200006,649.04376,-38.393387,109.87003,122.026436,110398,0.16221212,10.932207,0.056351583,42.9649,49.80974,17209.895,106095,118.6965,415.69662,405.22238,3.2400002,100.58662,-254.65146,-56.063545,-103.812096,38,292,17
"8791",381,104,0.222913,99350184,110702,360,2,4,110702,0.04759913,13.576036,0.045253456,59.447124,61.055473,26540.465,557583,167.8397,446.88602,436.41177,3.9600005,672.90186,-31.203594,197.23549,195.88289,110702,0.17531386,10.391574,0.059043035,46.508408,60.706978,15549.813,88697,95.43558,408.39325,397.919,3.2400002,102.648476,-222.69748,-58.543427,-97.9233,38,304,0
"8792",382,104,0.3135113,136896405,110997,360,2,4,110997,0.11831428,31.99795,0.08863698,82.99974,61.108604,147437.11,1246148,910.8584,570.3467,559.87244,5.400001,1028.8542,17.093441,199.58662,-6.5362344,110997,0.19519702,10.308004,0.099115424,28.44324,63.05708,15300.714,78386,91.82906,407.2305,396.7563,5.760001,207.88704,-133.24382,39.349693,23.789722,38,295,0
"8793",383,104,0.34581697,99613917,111269,360,2,4,111269,0.08444423,19.921133,0.058248926,77.39499,52.68087,57146.62,676738,389.4156,502.1018,491.62756,9.000001,602.01587,-153.98898,-474.6769,-90.20647,111269,0.26137275,27.688211,0.12818617,82.18155,48.50082,110395.74,422369,771.60767,547.42786,536.9537,15.119995,438.5886,-285.044,164.9288,105.64909,13,272,48
"8794",384,104,0.271745,99665839,111566,360,2,4,111566,0.049391914,17.685204,0.04728664,63.00003,52.7937,45038.363,911857,311.83484,484.9628,474.48856,5.040001,907.1158,-97.921684,-73.163506,-170.34685,111566,0.22235309,15.326165,0.10497373,57.362614,48.08998,33824.35,152120,235.65175,464.23138,453.75714,10.799999,292.75427,-153.34113,-30.214006,-90.35603,13,297,0
"8795",385,104,0.41259545,99640903,111856,360,2,4,111856,0.12844966,30.440989,0.08362909,92.00244,51.492455,133438.14,1038836,908.96344,563.1637,552.68945,5.760001,942.12024,-20.2115,71.78195,-110.66316,111856,0.28414577,21.45567,0.08757416,102.001884,53.604073,66289.79,233295,428.84183,512.79236,502.31808,5.040001,-19.858725,-159.28816,308.93457,-214.00366,13,290,11
"8796",386,104,0.80404615,100225990,112150,360,2,4,112150,0.17777064,30.947483,0.07660268,107.46087,60.192596,137915.53,775806,849.95026,565.5399,555.06573,5.040001,753.73236,-53.020073,-151.38206,-209.88222,112150,0.62627554,22.999208,0.11110729,79.8522,43.878838,76170.766,121625,528.9671,522.7959,512.32166,8.280002,32.48019,-86.23072,-47.271866,-186.35689,13,294,8
"8797",387,104,0.09454354,99750689,112456,360,2,4,112456,0.0730746,17.254436,0.054089144,52.110252,56.34992,42871.043,586675,281.182,481.4119,470.93765,7.2000017,650.5367,-109.89161,-329.31268,9.108906,112456,0.02146894,4.413878,0.021119034,13.560795,56.6476,2805.4536,130675,19.019615,285.09445,274.6202,4.3200006,225.6832,-180.94037,-131.22408,-164.24823,38,306,0
"8798",388,104,0.25198388,100034465,112756,360,2,4,112756,0.17950344,28.240929,0.07113584,120.81782,55.207516,114847.2,639805,742.09106,552.36115,541.8869,6.4800014,631.71124,-103.96982,-339.2066,-5.2833524,112756,0.072480425,9.299555,0.03907376,23.99361,59.249588,12453.369,171817,79.28417,392.40512,381.93088,4.680001,194.28183,-277.37,-173.43007,-120.85551,38,300,0
"8799",389,104,0.2627843,99517778,113047,360,2,4,113047,0.10797365,26.30484,0.07014624,80.91654,51.079636,99640.03,922818,686.38837,542.13434,531.66016,6.4800014,838.0497,18.627075,-342.8604,54.31656,113047,0.15481065,9.591803,0.06480948,28.999268,57.83128,13248.386,85578,83.763245,396.8608,386.38657,5.760001,139.92087,-152.00774,-124.74146,-118.68019,38,291,0
"8800",390,104,0.17196462,135514037,113327,360,2,4,113327,0.024877602,12.029944,0.037711423,44.000183,64.9001,20839.62,837686,129.16016,429.47537,419.00113,5.040001,893.74054,77.796295,87.03224,-66.68788,113327,0.14708701,9.262484,0.06760937,29.871828,49.86746,12354.279,83993,85.45839,391.82993,381.35568,4.680001,205.02371,-106.559425,-35.870956,-130.23967,13,280,16
"8801",391,104,0.14533103,99513776,113612,360,2,4,113612,0.114797905,19.085747,0.062168557,71.99442,57.05005,52454.26,456927,337.08096,495.93756,485.46332,6.1200013,584.79504,-67.96626,-236.33766,-44.86141,113612,0.030533116,5.9339433,0.026972469,15.253212,55.879883,5070.482,166065,34.319378,327.70914,317.2349,4.680001,198.81471,-284.07938,-127.66121,-156.42485,13,285,6
"8802",392,104,0.17778508,99583380,113908,360,2,4,113908,0.013508898,9.284233,0.02714688,38,57.263275,12412.367,918829,84.72694,392.16766,381.69342,3.6000004,928.50525,-1.160926,210.3909,5.37165,113908,0.16427618,17.385532,0.06299106,73.07268,48.703598,43524.973,264950,304.35635,482.50186,472.02762,5.760001,242.77124,-333.2916,-212.7475,-78.37281,13,296,0
"8803",393,104,0.28589347,100018454,114196,360,2,4,114196,0.014496806,9.954214,0.031401306,37,57.049057,14268.4375,984247,97.43872,402.20135,391.7271,3.6000004,934.6008,-15.2531185,309.07956,-27.148453,114196,0.27139667,27.179317,0.09276217,75.76077,48.11633,106375.01,391954,736.3058,546.75525,536.28107,10.799999,-34.65834,-273.03812,-449.4848,88.26888,13,288,29
"8804",394,104,0.18070708,99566542,114505,360,2,4,114505,0.027298944,13.669444,0.04481785,53.64521,56.4143,26906.932,985640,181.58543,447.87338,437.39914,6.8400016,894.11456,-292.09207,103.19031,-251.64772,114505,0.15340814,20.266397,0.076766655,58.329388,50.107838,59144.668,385538,408.51547,504.4623,493.98807,11.159999,-90.04454,-493.6282,-233.40894,141.90424,13,309,0
"8805",395,104,0.28031942,99932980,114816,360,2,4,114816,0.18150441,27.747505,0.09280102,77.17176,49.73003,110869.07,610834,762.4149,549.57275,539.0985,11.159999,598.0856,-305.07236,-139.64766,-172.30219,114816,0.098815,9.99163,0.058774292,32.904587,50.24972,14375.902,145483,100.43394,402.60822,392.13397,12.239998,-21.138376,-350.0656,73.18773,52.51585,13,311,0
"8806",396,104,0.5549139,99459978,115121,360,2,4,115121,0.37541664,40.6466,0.13825373,152.92986,45.91048,237909.03,633720,1663.5956,604.79767,594.3235,7.920002,522.01196,-257.0988,-137.30968,-195.859,115121,0.17949721,14.535841,0.08030851,55.701973,48.433678,30425.855,169506,212.76556,456.7226,446.24835,9.72,21.947456,-370.1059,33.225616,22.71926,13,305,0
"8807",397,104,0.79410243,99464176,115405,360,2,4,115405,0.3984456,32.001377,0.120305926,136.84085,45.950043,147468.7,370110,1027.3838,570.3621,559.8879,5.040001,411.99432,43.57634,-123.5462,-189.0487,115405,0.39565682,22.798754,0.09912501,110.65836,45.69213,74848.77,189176,523.4176,521.5356,511.06134,6.4800014,-5.288703,-207.42072,-231.35857,-133.22585,13,284,0
"8808",398,104,0.8965546,131943853,115658,360,2,4,115658,0.47397542,41.1708,0.1640271,130,73.24538,244085.02,514974,1338.6669,606.64294,596.1687,4.3200006,464.97607,-28.723614,-26.460516,230.56677,115658,0.4225792,23.549324,0.11716082,86,53.998615,79858.17,188978,506.71707,526.1999,515.7257,3.6000004,303.81055,110.91782,20.01708,-64.15236,13,253,75
"8809",399,104,0.6200858,98822010,115955,360,2,4,115955,0.3927711,23.3788,0.088221885,100,46.350327,78705.83,200386,545.9138,525.1534,514.6792,3.2400002,334.99792,22.523842,-57.461765,75.14924,115955,0.22731468,10.420052,0.07442894,42.614662,50.683937,15635.158,68782,109.28067,404.07404,393.5998,12.5999975,96.27971,-34.25712,-164.9431,-124.48811,38,297,0
"8810",400,104,0.5881757,100070574,116246,360,2,4,116246,0.33470848,26.887718,0.088738345,86.47888,54.630524,104104.71,311031,726.6289,532.50745,522.0332,15.119995,77.26557,-79.25685,-412.075,-157.69864,116246,0.25346723,18.337715,0.0845056,81.95709,62.247276,48423.14,191043,338.2885,468.2868,457.81256,14.759995,-12.6932335,-139.33185,-301.93243,-178.55588,12,291,36
"8811",401,104,0.13387357,99716611,116567,360,2,4,116567,0.047339436,19.023111,0.05853265,92.92881,56.167892,52110.54,1100785,363.8592,488.35464,477.8804,19.800001,-938.06226,-349.1544,207.37119,61.632675,116567,0.08653413,22.469421,0.07110576,97.11456,52.09521,72701.99,840154,499.99503,518.2011,507.72684,11.159999,-576.1426,-447.88867,-406.5984,-263.7901,12,321,0
"8812",402,104,0.4158495,100116864,116840,360,2,4,116840,0.23821247,24.553097,0.08184366,93.90181,52.275864,86811.055,364427,605.8621,524.1472,513.67303,15.119995,389.98035,-155.41891,-294.39062,-121.28613,116840,0.17763706,20.455267,0.08667486,90.68871,67.09924,60252.18,339187,420.1144,479.02213,468.54788,14.399996,-60.332157,-179.51262,-438.8624,-224.6549,12,273,79
"8813",403,104,0.3381518,99830764,117144,360,2,4,117144,0.20332739,20.703169,0.07725063,73.28229,54.055077,61721.453,303557,430.09225,497.8515,487.37726,15.479995,353.435,-146.46268,-301.0088,-69.725464,117144,0.13482441,19.050955,0.096705355,65.62253,70.9731,52263.2,387639,361.84116,466.05908,455.58484,14.759995,-183.63893,-145.68097,-521.7073,-90.83489,12,304,0
"8814",404,104,0.55695593,99751693,117433,360,2,4,117433,0.3153425,22.80744,0.07864635,113,49.61171,74905.82,237538,504.3681,521.59045,511.11618,3.6000004,390.8809,-41.913708,-20.397203,87.587296,117433,0.24161345,19.685385,0.076896034,83.0291,63.53643,55802.074,230956,389.5324,476.5005,466.02625,14.759995,94.04936,-105.51809,-327.63382,-218.70222,12,289,3
"8815",405,104,0.7103479,99784527,117710,360,2,4,117710,0.26828063,27.338278,0.07878466,106,49.19054,107622.92,401158,733.3232,547.68335,537.20917,3.2400002,539.51807,43.72344,-16.107475,16.856544,117710,0.44206727,26.513693,0.09930222,117.40419,53.190926,101228.54,228989,707.8825,530.74335,520.26917,15.119995,101.62797,-103.69586,-234.34816,-227.50891,12,277,24
"8816",406,104,0.5977381,99526651,117999,360,2,4,117999,0.32671142,25.584051,0.08415806,81.54029,50.312172,94254.28,288494,658.79034,531.55347,521.0792,14.399996,270.27933,-94.50439,-289.316,-168.97934,117999,0.27102667,22.947502,0.09106152,96.35503,58.721554,75828.66,279783,529.63544,505.188,494.71375,14.759995,0.8053596,-101.76425,-398.7028,-186.10167,12,289,0
"8817",407,104,0.67759514,138120656,118291,360,2,4,118291,0.45326462,41.24984,0.11301326,133.51251,50.19463,245023.08,540574,1711.0527,598.6748,588.2006,15.119995,-63.294655,-92.66239,-491.99777,-202.22906,118291,0.22433048,17.160978,0.07627101,57.512604,55.563087,42407.883,189042,296.54648,468.37244,457.8982,14.039996,201.4915,-143.28098,-233.27385,-176.32117,12,292,0
"8818",408,104,0.53097427,99599395,118582,360,2,4,118582,0.29495633,25.78687,0.0951545,68.771255,55.66585,95754.62,324640,669.124,525.6207,515.14655,14.759995,153.68347,-64.43999,-396.91452,-208.74185,118582,0.23601796,20.143627,0.08535435,61.479355,51.745483,58430.258,247567,408.59338,496.89948,486.42523,14.759995,363.5956,-12.680839,-183.97556,-151.41716,12,291,26
"8819",409,104,0.41109937,99637902,118898,360,2,4,118898,0.11572905,18.30615,0.06290773,77.42732,57.204132,48256.582,416979,334.27982,477.55457,467.08032,16.559996,-66.06125,-563.5949,-198.83855,84.74828,118898,0.29537034,30.91817,0.12467004,83.5219,54.17834,137654.39,466040,961.7435,553.33795,542.8638,15.119995,-8.739346,-449.94986,-315.33328,-162.54,12,316,0
"8820",410,104,0.5936893,100013221,119185,360,2,4,119185,0.2971121,26.185238,0.09029392,78.80636,54.752247,98736,332319,689.67645,528.715,518.2408,15.839994,340.40735,-50.9367,-284.11453,-185.44572,119185,0.29657724,12.095586,0.08228289,56.6706,46.91372,21067.66,71036,147.22304,430.09033,419.6161,10.44,141.33702,17.08613,-117.14607,-126.40035,12,287,44
"8821",411,104,0.6728021,99623403,119487,360,2,4,119487,0.23583297,23.175978,0.083366826,74.41546,60.288605,77346.14,327970,539.4159,504.24332,493.76907,15.119995,241.45879,-155.90146,-359.24316,-197.38422,119487,0.43696913,20.828476,0.09871316,73.22412,48.787914,62470.855,142964,436.85297,502.75034,492.2761,15.119995,191.47449,-94.265495,-148.09364,-114.07421,12,302,0
"8822",412,104,0.60556316,99904986,119763,360,2,4,119763,0.2999014,25.228231,0.08581031,88.78655,53.981953,91650.766,305603,640.3796,524.28735,513.8132,15.119995,290.4011,-97.84991,-287.08463,-193.97745,119763,0.30566174,15.618556,0.07770426,71.008125,55.806953,35127.258,114922,245.6261,452.98694,442.5127,14.759995,124.25522,-45.051735,-201.89203,-146.8515,12,276,34
"8823",413,104,0.55335593,99400160,120047,360,2,4,120047,0.29878455,25.045052,0.08489848,86.56039,52.777466,90324.664,302307,630.237,525.1553,514.681,15.479995,308.07053,-44.354862,-305.73212,-147.08952,120047,0.2545714,12.864806,0.071870424,51.42275,49.773556,23832.465,93618,166.63397,434.9509,424.47665,13.319997,159.73445,-31.744987,-185.44406,-94.19762,12,284,2
"8824",414,104,0.69656324,99324712,120341,360,2,4,120341,0.4126406,30.998102,0.10298373,98.3977,52.60954,138367.06,335321,966.8786,554.2525,543.77826,15.839994,253.29196,-69.45326,-286.77786,-213.84987,120341,0.2839226,13.959284,0.073085256,65.06755,54.304806,28060.072,98830,196.18167,439.16614,428.6919,14.399996,122.249435,-40.777546,-193.79749,-128.85938,12,294,0
