"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","Type"
"2838",2837,213,0.077484995,61711593,565635,360,2,3,565635,0.062911496,31.2119,0.044780344,74.848656,51.836544,140282.31,2229836,942.5589,562.4884,553.9787,6.1200013,1267.0736,-24.49276,-695.3256,565635,0.014573501,11.358131,0.029425211,57.337864,53.949184,18577.031,1274713,126.19938,416.92374,408.4141,3.9600005,-1078.1931,86.38598,-293.55206,1
"2839",2838,213,0.054759447,61082207,565837,360,2,3,565837,0.038352907,24.199331,0.0375766,74.99195,57.18774,84327.49,2198725,540.4136,525.84406,517.33435,6.1200013,1311.5714,-158.81854,-607.4163,565837,0.01640654,13.04549,0.032777615,43.369034,52.20532,24506.613,1493710,169.65996,436.869,428.35934,4.3200006,-1161.2479,215.7247,-272.33984,1
"2840",2839,213,0.07781487,89668210,566039,360,2,3,566039,0.056942582,28.927572,0.04621018,94.99932,56.607597,120499.84,2116164,770.27454,551.54376,543.0341,6.1200013,1258.4667,-194.15486,-611.74335,566039,0.020872286,15.266814,0.036006637,49.88571,53.79801,33562.887,1608012,226.4045,459.51138,451.00174,4.3200006,-1206.2927,256.919,-230.86678,1
"2841",2840,213,0.13039014,61001302,566244,360,2,3,566244,0.120149344,37.79635,0.061758738,109.36152,52.61915,205713.22,1712146,1347.969,590.0519,581.5422,6.8400016,978.34406,-110.418945,-732.8596,566244,0.0102408,11.321163,0.0262672,44.89833,52.41926,18456.297,1802232,129.0244,416.45428,407.94464,3.6000004,-1250.9144,37.6058,-466.44836,1
"2842",2841,213,0.070538,61195377,566454,360,2,3,566454,0.05768368,29.907429,0.043281373,74.998314,54.270596,128801.43,2232892,843.55835,556.34064,547.831,6.1200013,1284.0846,-40.429157,-673.48566,566454,0.012854323,10.574444,0.028198516,53.99804,54.97649,16101.916,1252646,108.36889,406.62863,398.119,3.9600005,-1064.8434,88.845665,-307.82928,1
"2843",2842,213,0.06008979,61392589,566654,360,2,3,566654,0.044844538,24.939878,0.038847163,74.99927,56.611588,89567.64,1997292,575.4642,530.18463,521.675,6.1200013,1199.5575,-153.45999,-667.2603,566654,0.015245251,13.137171,0.03259844,42.028324,60.57196,24852.275,1630165,156.92215,437.87744,429.3678,3.9600005,-1207.5079,91.248924,-372.70853,1
"2844",2843,213,0.06655063,61339223,566857,360,2,3,566857,0.052068245,27.504616,0.04450585,89.999916,61.11463,108936.555,2092188,668.6119,544.2802,535.7705,5.760001,1292.0436,-18.200697,-559.95026,566857,0.014482383,12.218973,0.029162226,42.15674,52.298485,21499.676,1484540,149.15294,427.44382,418.93414,3.6000004,-1153.8835,172.02876,-319.37274,1
"2845",2844,213,0.013411248,61177165,567055,360,2,3,567055,0.006578969,10.486197,0.017803391,35.002117,59.825928,15834.289,2406804,102.47822,405.42188,396.91223,5.400001,1522.0353,7.352916,-272.62454,567055,0.0068322793,10.609351,0.022477439,42.396988,54.628357,16208.4,2372327,111.28339,407.1032,398.59357,3.9600005,-1461.6326,57.284058,-465.25912,1
"2846",2845,213,0.07755249,61451510,567267,360,2,3,567267,0.05852792,29.150726,0.043835677,85.04443,52.67838,122366.14,2090731,815.594,552.6504,544.1407,6.8400016,1148.9337,-298.58972,-747.7704,567267,0.019024568,12.720442,0.03504254,51.692703,58.70806,23300.586,1224763,149.203,433.23553,424.7259,4.3200006,-1037.9093,173.26936,-306.8947,1
"2847",2846,213,0.04047288,60865862,567483,360,2,3,567483,0.026419189,19.31903,0.02913881,47.999905,55.208897,53744.4,2034294,354.68137,493.4103,484.90067,5.760001,1260.4181,-140.1801,-610.11884,567483,0.01405369,12.089619,0.030073678,48.01488,53.578423,21046.877,1497605,143.76315,425.91125,417.40158,3.9600005,-1162.6682,102.4859,-338.02023,1
"2848",2847,213,0.052027777,61388233,567683,360,2,3,567683,0.03823665,22.914793,0.03541699,69.99979,60.99285,75612.63,1977491,467.26236,517.99,509.48032,5.400001,1247.7937,-61.01012,-584.0955,567683,0.013791125,12.107918,0.028223585,46.18388,55.908787,21110.64,1530741,140.30762,426.12903,417.6194,3.6000004,-1178.2523,116.09479,-328.4414,1
"2849",2848,213,0.025351316,61269938,567883,360,2,3,567883,0.015182441,14.2917795,0.023622775,36.5018,51.60447,29412.715,1937285,205.66475,450.00784,441.49817,5.400001,1310.0249,-112.68757,-423.0944,567883,0.010168874,12.00056,0.025424914,48.533813,52.61416,20737.934,2039354,144.6258,424.84653,416.33688,3.6000004,-1350.2554,54.24269,-438.7304,1
"2850",2849,213,0.02962783,61290509,568084,360,2,3,568084,0.0093201175,11.782121,0.018182285,43.20086,52.587246,19989.844,2144806,139.78912,422.20123,413.6916,5.760001,1357.4036,-125.91082,-516.1559,568084,0.020307712,13.431937,0.035347205,54.926414,51.007267,25980.041,1279319,181.67381,441.07275,432.56308,3.9600005,-1066.5701,78.39689,-331.09097,1
"2851",2850,213,0.04339127,60962127,568287,360,2,3,568287,0.028422259,19.390049,0.02987681,52,62.732933,54140.254,1904854,331.25522,493.9387,485.42905,5.040001,1251.911,-49.793755,-530.05023,568287,0.01496901,12.019137,0.029031733,43.976856,54.795403,20802.193,1389684,139.79057,425.06927,416.55963,3.6000004,-1130.6014,88.101875,-287.854,1
"2852",2851,213,0.024485081,61688297,568489,360,2,3,568489,0.011080506,13.13416,0.020716341,36.99955,56.13261,24840.889,2241855,165.5186,437.84442,429.33478,5.400001,1415.8285,-137.74402,-439.8519,568489,0.013404576,13.807301,0.03166812,48.91718,60.788086,27452.385,2047986,173.41809,445.0417,436.53204,3.9600005,-1360.1799,70.632164,-406.7616,1
"2853",2852,213,0.084010296,61310416,568689,360,2,3,568689,0.062313754,27.605333,0.043472964,74.99991,54.256233,109735.83,1761021,717.519,544.8066,536.2969,5.760001,1121.1428,-128.76593,-614.60834,568689,0.021696541,14.4919615,0.036320705,51.839634,51.30188,30242.44,1393883,210.28171,452.0108,443.50116,3.6000004,-1107.3596,36.84852,-368.83163,1
"2854",2853,213,0.07652737,60950056,568898,360,2,3,568898,0.05685307,29.050531,0.0437508,77.99931,55.85589,121526.4,2137552,782.85876,552.15454,543.6449,6.1200013,1262.0466,-17.652512,-650.34784,568898,0.019674297,14.0997,0.03671797,55.842907,51.117836,28627.422,1455067,200.06429,448.05936,439.5497,3.9600005,-1133.963,-6.8595834,-374.8603,1
"2855",2854,213,0.06587353,61218980,569100,360,2,3,569100,0.058601383,31.000269,0.04718458,93.999374,56.035725,138386.4,2361487,889.2276,561.50867,552.99896,6.1200013,1367.4434,-55.675755,-591.6915,569100,0.007272152,9.514397,0.022545964,43.326458,53.471954,13035.42,1792512,90.69118,391.41736,382.90768,3.9600005,-1279.4366,52.583393,-373.83713,1
"2856",2855,213,0.024165448,99255452,569308,360,2,3,569308,0.012631098,13.118342,0.021611767,37.415752,53.24455,24781.09,1961911,170.4456,437.6709,429.16125,5.400001,1318.8699,-26.78235,-443.84067,569308,0.01153435,12.837245,0.027371524,43.70976,54.44275,23730.46,2057373,161.16792,434.55176,426.0421,3.6000004,-1359.4825,-32.314724,-429.42523,1
"2857",2856,213,0.08760813,60927658,569512,360,2,3,569512,0.06450201,29.172089,0.045088235,75.90787,54.526356,122545.555,1899872,798.30615,552.75586,544.24615,5.760001,1188.3352,-39.696056,-603.0011,569512,0.023106119,14.857607,0.03839175,55.16269,51.145546,31787.781,1375730,221.10577,455.599,447.08932,7.2000017,-1131.355,-139.399,211.05998,1
"2858",2857,213,0.04783172,61028885,569720,360,2,3,569720,0.037150502,23.252552,0.03491374,71.99999,55.834328,77858.09,2095748,506.39676,520.097,511.58737,5.400001,1283.5433,-220.93718,-567.0923,569720,0.010681218,9.557273,0.024824085,47.09619,52.940514,13153.172,1231430,91.21904,392.06482,383.55518,3.6000004,-1045.814,104.90245,-336.96466,1
"2859",2858,213,0.064589426,61508405,569916,360,2,3,569916,0.056188233,28.262402,0.04450772,87.99622,58.08766,115021.92,2047082,724.81116,548.1939,539.68427,6.1200013,1227.2346,-95.50493,-645.62646,569916,0.008401189,9.214602,0.023094242,39.816383,54.078815,12226.881,1455375,84.08498,386.80695,378.2973,3.6000004,-1137.524,87.64964,-376.17105,1
"2860",2859,213,0.032312438,61450732,570118,360,2,3,570118,0.01848649,17.429537,0.02727627,47.999817,57.39872,43745.582,2366354,284.1334,478.5892,470.07956,5.760001,1444.1589,59.149837,-483.2334,570118,0.0138259465,13.700686,0.03164131,50.918453,53.976105,27030.07,1955025,183.80278,443.92548,435.41583,3.9600005,-1330.8567,-26.06507,-395.1404,1
"2861",2860,213,0.074005894,60928839,570332,360,2,3,570332,0.05664405,29.372663,0.04430266,83.985,52.11898,124236.484,2193284,834.1644,553.74255,545.23285,6.8400016,1246.648,-153.99712,-700.8574,570332,0.017361848,13.677787,0.034280166,59.216972,52.449875,26939.79,1551666,185.64487,443.6846,435.17496,3.9600005,-1165.4559,41.846928,-405.81665,1
"2862",2861,213,0.051292837,61236055,570545,360,2,3,570545,0.039733652,24.690935,0.036579162,63.99991,54.100246,87788.484,2209424,581.0778,528.74005,520.2304,5.760001,1324.6715,-37.69176,-604.5334,570545,0.0115591865,10.967806,0.0270143,46.490646,52.927414,17322.158,1498562,119.90381,411.88812,403.37845,3.6000004,-1158.8202,27.307798,-370.98486,1
"2863",2862,213,0.05692632,61774514,570746,360,2,3,570746,0.046880275,24.805313,0.04033384,74.999405,57.704426,88603.72,1890000,562.51514,529.4056,520.89594,5.760001,1210.3306,-55.886368,-577.3843,570746,0.010046045,10.242255,0.023708925,44.91066,52.510895,15106.147,1503691,105.52845,402.0324,393.52277,3.6000004,-1182.6964,65.66449,-292.40735,1
"2864",2863,213,0.059615664,60980834,570946,360,2,3,570946,0.050886482,25.920103,0.042843144,84.99977,58.468826,96746.65,1901225,608.6455,535.73596,527.2263,5.760001,1217.3141,-118.13282,-555.5801,570946,0.008729183,10.114941,0.022730203,52.13869,53.368088,14732.932,1687779,102.14753,400.23123,391.7216,3.6000004,-1234.4509,77.64211,-378.35022,1
"2865",2864,213,0.062537074,61215547,571148,360,2,3,571148,0.038361017,21.70564,0.034290113,55.606606,54.492096,67843.414,1768551,447.45657,510.18365,501.674,5.760001,1140.872,-47.03988,-630.0044,571148,0.024176057,15.534776,0.036725238,58.639008,51.01334,34751.414,1437431,241.84589,462.01694,453.5073,7.2000017,-1138.089,-155.88876,288.32608,1
"2866",2865,213,0.04622539,61450487,571356,360,2,3,571356,0.03279251,22.352072,0.03351135,64.99837,54.26185,71944.57,2193933,477.48755,514.4096,505.89993,6.1200013,1298.4413,-228.4924,-619.5403,571356,0.013432883,11.16686,0.029080363,54.605293,53.87291,17956.621,1336766,122.34606,414.47812,405.96848,3.9600005,-1086.0677,105.31534,-358.01556,1
"2867",2866,213,0.044850394,61355331,571558,360,2,3,571558,0.031137902,22.164452,0.034310296,65.99992,57.439148,70741.86,2271889,454.18808,513.1958,504.68613,5.760001,1380.931,21.338034,-541.9604,571558,0.013712494,13.058564,0.029814074,45.19178,56.671387,24555.758,1790758,161.8265,437.0132,428.50357,3.6000004,-1263.4977,24.279833,-411.32278,1
"2868",2867,213,0.03457506,61046830,571760,360,2,3,571760,0.027150277,18.63947,0.032137014,55.99993,52.623314,50029.9,1842703,340.10095,488.25378,479.74414,5.760001,1258.6283,-136.78195,-435.6817,571760,0.0074247816,10.350986,0.022502143,50.447197,55.528233,15428.577,2077984,104.53542,403.55304,395.04337,3.9600005,-1381.4131,31.55289,-391.4809,1
"2869",2868,213,0.038235433,61225062,571973,360,2,3,571973,0.025237046,19.684774,0.028948197,53.798534,54.630646,55798.605,2210980,371.04968,496.111,487.60135,5.760001,1316.9897,-249.44153,-598.74786,571973,0.012998389,11.011123,0.028526224,51.07948,51.913845,17459.254,1343186,122.09144,412.45572,403.94608,3.9600005,-1097.1316,116.20061,-329.43332,1
"2870",2869,213,0.30327955,61398951,572164,360,2,3,572164,0.22558269,49.34049,0.08702026,146.04538,48.601944,350565.66,1554045,2364.167,628.4324,619.9227,8.280002,-51.428753,-291.0071,-1056.4797,572164,0.07769687,26.715471,0.05858656,77.00023,72.90431,102775.164,1322771,574.9128,540.08826,531.57855,6.1200013,791.0856,768.9107,54.36882,6
"2871",2870,213,0.04414674,60910210,572376,360,2,3,572376,0.0349135,22.107744,0.036481425,73.999794,60.341152,70380.34,2015849,438.27563,512.8269,504.31723,5.760001,1291.4995,-134.43959,-509.33636,572376,0.00923324,10.185825,0.023854392,49.401443,54.281105,14940.148,1618083,102.23703,401.23685,392.72717,3.6000004,-1201.4631,78.24433,-391.8002,1
"2872",2871,213,0.10260226,61597262,572580,360,2,3,572580,0.090285115,35.422344,0.054328747,114.98292,53.652634,180682.9,2001248,1178.8801,580.71063,572.2009,6.8400016,1071.8751,-293.78802,-765.073,572580,0.012317145,11.906068,0.028146733,59.730526,53.337593,20412.639,1657254,140.32588,423.7082,415.19855,3.9600005,-1212.7034,78.95174,-399.9475,1
"2873",2872,213,0.056562796,94878592,572787,360,2,3,572787,0.038768996,23.121574,0.0352463,66.998344,55.22595,76983.44,1985696,503.5235,519.28357,510.77393,5.760001,1224.782,-166.90422,-617.061,572787,0.0177938,12.418006,0.032422993,56.30739,51.48182,22205.791,1247951,154.85957,429.7705,421.26086,3.6000004,-1044.8822,55.25304,-361.81934,1
"2874",2873,213,0.06521763,61409800,572988,360,2,3,572988,0.03953654,26.230436,0.0401077,88.99936,58.527584,99077.15,2505964,626.13763,537.4498,528.9401,6.1200013,1426.6678,-178.89203,-582.66895,572988,0.025681093,21.605816,0.03334231,109.73562,54.480614,67220.83,2617522,447.59512,509.51987,501.01022,3.2400002,-1519.7952,233.3167,-431.37772,1
"2875",2874,213,0.042063892,61509283,573189,360,2,3,573189,0.033467714,21.74705,0.03570944,73.99992,56.698944,68102.516,2034872,439.92035,510.4581,501.94846,5.760001,1309.0342,-78.084335,-497.09406,573189,0.008596178,9.330522,0.022215528,44.41682,54.75988,12536.442,1458374,85.432625,388.60715,380.0975,3.6000004,-1150.8871,111.85917,-329.824,1
"2876",2875,213,0.019999344,60962325,573398,360,2,3,573398,0.009779304,11.895968,0.020128543,36.997196,59.284462,20378.025,2083791,131.53209,423.586,415.07635,5.760001,1360.7212,-54.3374,-457.05362,573398,0.010220041,11.831146,0.026002519,44.966682,55.47071,20156.547,1972257,135.60995,422.79916,414.28952,3.6000004,-1318.6619,60.110863,-457.8404,1
"2877",2876,213,0.08124257,61565156,573603,360,2,3,573603,0.06220898,29.151762,0.043510094,79.995926,52.562485,122374.83,1967157,815.5177,552.65546,544.1458,6.1200013,1163.1268,-161.16,-682.60254,573603,0.019033587,13.000681,0.03324982,54.523422,51.343266,24338.55,1278716,169.73518,436.3735,427.86386,3.6000004,-1056.5468,77.818756,-363.35986,1
"2878",2877,213,0.05902139,61265956,573814,360,2,3,573814,0.043117315,26.848827,0.03765614,69.9999,53.334038,103803.77,2407473,691.77374,540.80524,532.2956,5.760001,1373.6499,-72.08564,-641.5294,573814,0.015904075,11.538275,0.030605502,50.19751,51.63334,19170.979,1205413,133.83127,419.1897,410.68005,3.6000004,-1035.7565,58.597416,-331.68756,1
"2879",2878,213,0.051384643,61536067,574012,360,2,3,574012,0.04065005,23.799646,0.037837274,71.999916,59.23838,81564.94,2006515,511.67618,523.44586,514.93616,5.760001,1259.3214,-77.486946,-577.1097,574012,0.010734593,9.8876,0.024780951,48.219994,53.069435,14078.106,1311471,97.45777,396.9578,388.44812,3.6000004,-1089.2764,88.93342,-320.87466,1
"2880",2879,213,0.05387251,60998541,574211,360,2,3,574211,0.0453837,25.525301,0.041504554,83.99992,55.612923,93821.91,2067304,608.9561,533.52576,525.0161,5.760001,1299.9584,-106.9639,-521.679,574211,0.008488812,9.224636,0.02233568,36.206184,52.87951,12253.522,1443491,85.567955,386.96365,378.454,3.6000004,-1149.5406,133.23688,-303.38406,1
"2881",2880,213,0.039828263,61460287,574416,360,2,3,574416,0.024118591,17.459904,0.029443346,48,51.217,43898.152,1820096,304.7048,478.83987,470.33023,5.040001,1277.5432,-65.3776,-373.90942,574416,0.01570967,14.639059,0.030754326,55.535355,53.769615,30859.494,1964363,209.70596,453.4651,444.95544,3.6000004,-1338.2153,0.9988454,-377.73288,1
"2882",2881,213,0.086712115,61155056,574623,360,2,3,574623,0.07101297,31.227732,0.046958994,84.9803,54.074142,140424.66,1977451,917.2092,562.5614,554.0517,6.1200013,1161.3094,-153.96114,-681.6761,574623,0.015699146,11.410904,0.030840281,56.030655,52.150215,18750.057,1194336,130.05293,417.59125,409.0816,3.9600005,-1037.8988,79.855354,-303.27353,1
"2883",2882,213,0.051306605,61232748,574837,360,2,3,574837,0.039606888,24.406633,0.03709215,74.99991,56.8678,85778.46,2165746,551.1357,527.0724,518.5627,5.760001,1306.8481,-194.20381,-578.27386,574837,0.011699719,10.2878475,0.02728872,53.051514,53.5149,15240.932,1302675,104.67455,402.672,394.16232,3.9600005,-1075.2361,82.99323,-352.72305,1
"2884",2883,213,0.040334105,61539671,575037,360,2,3,575037,0.03250925,22.340435,0.03540481,70.99992,58.009068,71869.69,2210746,458.3569,514.3346,505.82495,5.760001,1372.4281,19.81543,-504.90048,575037,0.007824857,8.983915,0.022237414,37.928806,52.937775,11622.346,1485311,81.275024,383.156,374.64636,3.6000004,-1150.802,51.470436,-383.00708,1
"2885",2884,213,0.047317073,61124695,575245,360,2,3,575245,0.035594262,23.096853,0.03725299,75.99999,58.02756,76818.9,2158182,488.91116,519.1295,510.61987,5.400001,1361.0426,-182.96716,-442.09665,575245,0.011722812,10.893585,0.027098471,35.163445,52.38418,17088.508,1457714,119.08594,410.91034,402.4007,3.9600005,-1156.0837,192.04675,-259.2558,1
"2886",2885,213,0.019078406,60822874,575442,360,2,3,575442,0.009852489,12.002916,0.020071767,30.999994,57.261078,20746.082,2105669,136.84166,424.87482,416.36517,5.400001,1386.8839,-4.784493,-401.812,575442,0.009225916,10.910499,0.024740359,36.754593,58.560966,17141.613,1857985,111.629135,411.13373,402.62408,3.6000004,-1293.0476,51.668797,-407.67877,1
"2887",2886,213,0.06383979,61430861,575648,360,2,3,575648,0.047890607,25.435413,0.03925218,73.99991,54.827366,93162.266,1945314,609.06104,533.01776,524.50806,5.760001,1201.0571,-221.52885,-600.44794,575648,0.015949182,11.382076,0.030031864,50.181282,55.440205,18655.44,1169680,124.23721,417.227,408.71735,3.6000004,-1011.0973,115.58524,-339.6272,1
"2888",2887,213,0.049989756,61495229,575854,360,2,3,575854,0.031393323,20.863144,0.031803574,56.999992,53.931877,62678.996,1996571,418.00357,504.48297,495.97333,5.400001,1269.6561,-171.26611,-540.8635,575854,0.018596433,11.873857,0.03166362,53.1793,51.588715,20302.34,1091733,141.21748,423.31808,414.80844,3.6000004,-984.7544,105.72176,-300.8527,1
"2889",2888,213,0.043231264,61017728,576060,360,2,3,576060,0.035378277,23.619152,0.036337156,67.99992,55.39849,80332.46,2270672,525.5261,522.3496,513.8399,5.760001,1375.8134,57.368324,-542.3899,576060,0.007852986,8.429657,0.021725921,39.35533,53.18715,10232.512,1303009,71.31267,373.98615,365.47647,3.6000004,-1082.7262,67.74437,-340.4277,1
"2890",2889,213,0.04141765,91535768,576267,360,2,3,576267,0.0341775,24.172228,0.037828214,74.99993,58.072605,84138.72,2461816,535.70776,525.6827,517.17303,5.760001,1472.4974,33.5086,-456.4046,576267,0.007240151,9.257886,0.022470597,39.09002,53.389793,12342.018,1704663,85.969955,387.48178,378.9721,3.9600005,-1244.3853,84.87899,-369.62436,1
"2891",2890,213,0.0168794,61407117,576467,360,2,3,576467,0.010310938,12.0596485,0.019769916,40,54.401012,20942.658,2031111,142.7023,425.55383,417.0442,5.040001,1354.6064,-142.0224,-393.7514,576467,0.006568462,9.655203,0.020326743,46.570965,53.59371,13424.104,2043721,93.496635,393.5328,385.02316,3.6000004,-1355.6177,83.14287,-430.91217,1
"2892",2891,213,0.07344084,60891288,576678,360,2,3,576678,0.056305204,28.215862,0.042302642,66.990906,53.282265,114643.42,2036107,759.57086,547.9566,539.4469,5.760001,1237.482,-49.50972,-622.6159,576678,0.017135637,11.886872,0.03161402,57.80867,52.644657,20346.873,1187401,139.91307,423.47586,414.9662,3.9600005,-1038.2742,84.84211,-286.0807,1
"2893",2892,213,0.038018517,61237004,576883,360,2,3,576883,0.02209317,20.44128,0.029411914,61.999935,57.122173,60169.82,2723458,390.44577,501.54138,493.03174,5.400001,1546.7836,-177.41673,-489.15482,576883,0.015925346,15.865407,0.02626723,55.597847,52.102844,36246.406,2276020,251.46722,465.0496,456.53992,6.1200013,-1440.3605,-74.50505,399.4798,1
"2894",2893,213,0.073461585,61094353,577082,360,2,3,577082,0.057068985,28.363462,0.04417985,88.99974,60.81048,115845.984,2029929,711.7089,548.70795,540.19824,5.760001,1220.9487,-127.63903,-638.0248,577082,0.016392602,11.935652,0.029764717,44.289185,56.525257,20514.209,1251431,134.86865,424.06555,415.5559,3.6000004,-1049.7465,201.12914,-297.48312,1
"2895",2894,213,0.08430141,61223966,577280,360,2,3,577280,0.022201601,31.513138,0.04108623,101.96799,51.065254,143003.2,6441121,999.2936,563.6683,555.15857,10.799999,2285.9197,-595.14,-847.6413,577280,0.06209981,52.25966,0.07228169,173.30537,52.537235,393274.38,6332940,2629.6035,636.61865,628.109,11.519999,-2021.0342,1329.5588,295.56616,6
"2896",2895,213,0.07403742,61519029,577485,360,2,3,577485,0.0570945,26.938923,0.039791614,75.99999,57.87349,104501.6,1830327,659.6636,541.28766,532.77795,5.400001,1103.5308,-237.57524,-672.01434,577485,0.01694292,11.635045,0.029833449,49.817978,51.51809,19493.896,1150563,136.06108,420.3924,411.88275,3.6000004,-1003.595,173.87135,-305.99847,1
"2897",2896,213,0.07213295,60924457,577697,360,2,3,577697,0.031853605,42.375465,0.051614452,125.967,51.96922,258577.9,8117697,1807.2109,603.95013,595.4404,12.959997,2312.634,-1331.827,-858.5338,577697,0.040279347,57.84236,0.06994239,197.19452,52.02244,481786.38,11961127,3273.5474,649.4574,640.94775,13.319997,-2689.441,2028.2852,-363.7368,5
"2898",2897,213,0.050006256,60983831,577901,360,2,3,577901,0.031459387,21.548223,0.0336691,63.996334,57.81981,66862.93,2125373,427.5302,509.1355,500.62585,5.760001,1307.6713,-148.13316,-571.45703,577901,0.01854687,12.549327,0.032427203,48.548218,55.857788,22677.926,1222736,149.78523,431.2853,422.77567,4.3200006,-1055.8972,239.38068,-166.84161,1
"2899",2898,213,0.13157222,61836798,578090,360,2,3,578090,0.103127904,67.09264,0.08816379,222.72398,49.255016,648204.9,6285446,4446.7163,672.63763,664.1279,11.879998,2193.5393,774.7172,-474.80722,578090,0.028444307,40.44544,0.0537124,136.06505,57.3188,235560.05,8281448,1517.1521,599.80664,591.29694,7.2000017,-2656.786,308.20337,-944.6608,5
"2900",2899,213,0.07116855,61136351,578305,360,2,3,578305,0.046042554,22.508823,0.037328064,61.999302,54.682915,72957.19,1584560,478.1481,515.4159,506.90628,6.1200013,1041.7133,-138.56921,-638.15,578305,0.025125993,15.863526,0.039559916,60.767338,53.200905,36237.812,1442244,245.09016,465.0325,456.52286,3.9600005,-1127.1582,85.04994,-358.17133,1
"2901",2900,213,0.10117954,60998522,578495,360,2,3,578495,0.064774536,57.601288,0.074132934,199.10655,51.78196,477778.78,7376028,3208.712,650.7223,642.21265,9.72,2525.9407,707.68933,130.574,578495,0.03640501,51.329315,0.06368402,187.26085,52.91579,379396.6,10421549,2551.2441,634.123,625.6133,7.560002,-2939.3806,438.3101,-1100.0361,5
"2902",2901,213,0.027374223,61495530,578723,360,2,3,578723,0.016249275,15.384728,0.023310194,41.999992,54.414047,34083.34,2097530,229.62532,460.61932,452.10965,5.400001,1324.7422,-127.76474,-540.53784,578723,0.011124947,9.355024,0.025215698,44.579655,54.382553,12602.373,1132803,85.731606,388.9848,380.47516,3.9600005,-1011.955,173.05066,-257.2951,1
"2903",2902,213,0.06251514,61525339,578923,360,2,3,578923,0.048121694,26.531355,0.04307038,81.99937,59.47892,101363.44,2106398,632.34375,539.0924,530.5827,6.1200013,1283.5264,-76.48007,-593.08105,578923,0.014393449,12.144639,0.030060988,44.47366,51.94238,21238.887,1475594,148.0585,426.56512,418.05545,3.9600005,-1148.0577,182.40561,-321.0088,1
"2904",2903,213,0.016857862,60917575,579130,360,2,3,579130,0.006267575,9.471629,0.016302288,36.035324,53.46463,12918.494,2061163,90.242966,390.7686,382.25894,5.400001,1389.3898,-74.96849,-334.99332,579130,0.010590288,12.032608,0.027039569,44.51945,52.47265,20848.846,1968676,145.51367,425.2306,416.72092,4.3200006,-1351.8438,154.46515,-310.62277,1
"2905",2904,213,0.07579066,61084507,579345,360,2,3,579345,0.009546857,14.3265,0.022177244,38.03174,55.64589,29555.8,3095867,198.75754,450.35724,441.8476,5.760001,1707.9,66.618416,-380.7235,579345,0.0662438,41.356384,0.05470421,193.37932,56.838013,246290.47,3717940,1565.6852,603.0139,594.5042,3.9600005,-1768.3212,353.18655,-468.9875,6
"2906",2905,213,0.05291908,61482692,579555,360,2,3,579555,0.038969625,23.474766,0.035839338,76.99991,55.650063,79353.305,2036286,516.5934,521.4666,512.9569,5.760001,1251.8121,-192.26132,-594.0825,579555,0.013949453,11.009193,0.02912485,45.51339,51.769287,17453.137,1251170,122.04988,412.43048,403.92084,3.9600005,-1045.0253,182.44765,-329.16855,1
"2907",2906,213,0.101544335,92506774,579751,360,2,3,579751,0.037629943,37.850933,0.048217747,123.78122,50.16513,206307.83,5482544,1442.6427,589.6309,581.1212,11.519999,1979.4076,-616.3,-989.1176,579751,0.06391439,52.68581,0.07187696,174.25179,53.38672,399714.4,6253903,2640.0032,637.8573,629.3476,10.799999,-2009.4053,1332.6594,201.23714,6
"2908",2907,213,0.036437478,60984356,579948,360,2,3,579948,0.025564913,18.479855,0.03153559,44.998882,51.447914,49176.72,1923602,339.8015,487.01535,478.5057,5.760001,1296.0522,-86.82706,-432.59,579948,0.010872564,11.763684,0.026258225,49.024277,59.08309,19927.334,1832809,128.60603,421.97574,413.4661,3.9600005,-1293.6564,140.26521,-345.9191,1
"2909",2908,213,0.079826206,61401521,580154,360,2,3,580154,0.029936643,39.73796,0.05088087,121.860596,51.976727,227391.2,7595748,1590.1455,594.5417,586.03204,12.959997,2315.4536,-1108.0884,-882.7077,580154,0.04988956,59.70895,0.0727271,214.95969,51.649666,513382.84,10290386,3489.6846,654.7844,646.2747,13.319997,-2497.5876,1880.2544,-60.838596,6
"2910",2909,213,0.09036372,60886981,580366,360,2,3,580366,0.07737236,33.74871,0.050749943,98.99929,52.98042,164012.45,2119781,1082.0391,573.7409,565.23126,6.1200013,1228.4429,-167.79016,-646.94965,580366,0.012991359,10.669986,0.028682757,41.133293,57.746876,16394.2,1261931,106.902885,407.92386,399.4142,3.9600005,-1057.2964,154.9942,-321.92908,1
"2911",2910,213,0.09353183,61622110,580562,360,2,3,580562,0.030157547,34.76363,0.04468333,128.43588,51.028915,174025.42,5770543,1216.9384,576.65405,568.14435,11.879998,2010.4213,-692.8753,-1036.6517,580562,0.06337428,53.466434,0.073442906,179.13907,53.614887,411646.97,6495489,2711.6628,639.9765,631.4668,10.799999,-2041.6339,1375.3599,154.78857,6
