Id.Latido,Registro,Error,Time,Type,RR1,RR
7454,124,0.328273,7.454,3,374,13
7455,111,0.088427,7.455,2,313,0
7456,230,0.149764,7.456,1,310,12
7457,103,0.017383,7.457,1,298,0
7458,117,0.394292,7.458,1,431,0
7459,233,0.054806,7.459,1,213,0
7460,121,0.015364,7.46,1,373,0
7461,107,0.36578,7.461,12,301,9
7462,108,0.061947,7.462,1,386,46
7463,115,0.087605,7.463,1,346,0
7464,207,0.031681,7.464,8,172,0
7465,232,0.15388,7.465,8,270,707
7466,203,0.12526,7.466,1,238,0
7467,233,0.056124,7.467,1,206,11
7468,202,0.015446,7.468,1,402,4
7469,118,0.086769,7.469,3,308,0
7470,232,0.248875,7.47,8,266,0
7471,108,0.061646,7.471,1,386,18
7472,220,0.071699,7.472,1,299,8
7473,111,0.178331,7.473,2,319,0
7474,122,0.135743,7.474,1,253,0
7475,222,0.183417,7.475,1,284,0
7476,200,0.036007,7.476,1,342,0
7477,107,0.369361,7.477,12,314,1
7478,215,0.022748,7.478,1,198,0
7479,213,0.055045,7.479,1,198,11
7480,101,0.297807,7.48,1,368,0
7481,111,0.078219,7.481,2,307,0
7482,207,0.02244,7.482,2,349,11
7483,114,0.064086,7.483,1,298,30
7484,122,0.130868,7.484,1,254,0
7485,117,0.014988,7.485,1,409,22
7486,104,0.629614,7.486,12,306,0
7487,207,0.028445,7.487,2,343,0
7488,210,0.056814,7.488,1,238,63
7489,219,0.030387,7.489,1,265,0
7490,122,0.055018,7.49,1,270,0
7491,222,0.382218,7.491,1,288,42
7492,221,0.073283,7.492,1,227,0
7493,112,0.23218,7.493,1,257,16
7494,103,0.024783,7.494,1,320,0
7495,215,0.031592,7.495,1,200,0
7496,213,0.054663,7.496,1,201,0
7497,119,0.03438,7.497,1,441,0
7498,231,0.084668,7.498,1,583,24
7499,103,0.017037,7.499,1,314,5
7500,230,0.118953,7.5,1,260,14
7501,116,0.088067,7.501,1,260,4
7502,105,0.088944,7.502,1,271,0
7503,223,0.010436,7.503,1,267,0
7504,210,0.03131,7.504,1,262,0
7505,205,0.197351,7.505,1,278,0
7506,230,0.110903,7.506,1,244,9
7507,228,0.023729,7.507,1,411,0
7508,234,0.178143,7.508,1,229,0
7509,101,0.392581,7.509,1,290,6
7510,113,0.107614,7.51,1,348,3
7511,124,0.540866,7.511,3,422,18
7512,114,0.128035,7.512,1,293,0
7513,108,0.055928,7.513,1,388,0
7514,114,0.225276,7.514,1,381,225
7515,208,0.297999,7.515,1,276,0
7516,103,0.015537,7.516,1,311,0
7517,215,0.018453,7.517,1,182,20
7518,119,0.024827,7.518,5,207,538
7519,200,0.02818,7.519,1,289,1
7520,200,0.063765,7.52,1,313,0
7521,233,0.069219,7.521,1,275,0
7522,221,0.030135,7.522,5,205,296
7523,214,0.090831,7.523,5,230,182
7524,116,0.07586,7.524,1,259,0
7525,106,0.286321,7.525,1,315,16
7526,103,0.02068,7.526,1,296,17
7527,115,0.089994,7.527,1,307,0
7528,104,0.468628,7.528,12,291,11
7529,105,0.077054,7.529,1,264,7
7530,215,0.0155,7.53,1,192,22
7531,123,0.037519,7.531,1,406,67
7532,112,0.306331,7.532,1,248,2
7533,205,0.187313,7.533,1,259,0
7534,208,0.065372,7.534,6,201,0
7535,208,0.48459,7.535,1,199,11
7536,103,0.018939,7.536,1,302,14
7537,212,0.412651,7.537,1,244,9
7538,108,0.087054,7.538,1,370,109
7539,210,0.073177,7.539,1,241,0
7540,205,0.150444,7.54,1,226,29
7541,213,0.056804,7.541,1,200,0
7542,124,0.219145,7.542,3,387,0
7543,234,0.07534,7.543,1,244,1
7544,228,0.084781,7.544,1,332,6
7545,124,0.542989,7.545,3,415,0
7546,209,0.07788,7.546,1,232,0
7547,113,0.082071,7.547,1,392,62
7548,123,0.047131,7.548,1,449,0
7549,212,0.264461,7.549,1,238,0
7550,234,0.091719,7.55,1,239,0
7551,103,0.017453,7.551,1,327,0
7552,115,0.099114,7.552,1,299,8
7553,105,0.176372,7.553,1,251,0
7554,217,0.166881,7.554,38,307,0
7555,223,0.011898,7.555,1,320,0
7556,105,0.138257,7.556,1,238,0
7557,113,0.136353,7.557,1,400,0
7558,223,0.037335,7.558,1,234,20
7559,234,0.080527,7.559,1,246,0
7560,221,0.436085,7.56,1,303,0
7561,234,0.12647,7.561,1,246,0
7562,114,0.226521,7.562,1,337,29
7563,220,0.062962,7.563,1,326,0
7564,105,0.058032,7.564,1,250,8
7565,124,0.621709,7.565,3,449,0
7566,233,0.04883,7.566,1,218,56
7567,219,0.051575,7.567,1,232,85
7568,121,0.015676,7.568,1,341,3
7569,214,0.029349,7.569,2,487,0
7570,202,0.13115,7.57,1,162,5
7571,231,0.169432,7.571,3,366,0
7572,213,0.047267,7.572,1,195,0
7573,116,0.018484,7.573,1,273,0
7574,217,0.197483,7.574,12,307,1
7575,122,0.066679,7.575,1,249,7
7576,203,0.057405,7.576,1,189,108
7577,203,0.143386,7.577,1,282,3
7578,223,0.007456,7.578,1,258,0
7579,202,0.015065,7.579,1,253,0
7580,222,0.16731,7.58,8,176,317
7581,111,0.227329,7.581,2,312,0
7582,123,0.013482,7.582,1,425,0
7583,233,0.039304,7.583,1,292,0
7584,100,0.048748,7.584,1,278,20
7585,222,0.09636,7.585,1,148,19
7586,107,0.378437,7.586,12,296,14
7587,207,0.036495,7.587,10,385,0
7588,233,0.053645,7.588,1,208,0
7589,109,0.016632,7.589,2,250,6
7590,108,0.089889,7.59,1,358,0
7591,116,0.058312,7.591,1,264,0
7592,208,0.147166,7.592,1,307,0
7593,104,0.404852,7.593,12,280,28
7594,112,0.256992,7.594,1,264,0
7595,221,0.053749,7.595,1,227,11
7596,232,0.316561,7.596,8,242,719
7597,210,0.047548,7.597,1,222,35
7598,113,0.138796,7.598,1,334,40
7599,219,0.04879,7.599,1,303,39
7600,109,0.022177,7.6,2,248,6
7601,124,0.227645,7.601,3,385,29
7602,215,0.061065,7.602,1,189,0
7603,208,0.156791,7.603,1,272,0
7604,205,0.162436,7.604,1,236,12
7605,119,0.021879,7.605,1,298,0
7606,213,0.025643,7.606,1,191,22
7607,232,0.390865,7.607,8,253,411
7608,202,0.014632,7.608,1,218,53
7609,122,0.067833,7.609,1,267,0
7610,200,0.091374,7.61,1,212,0
7611,201,0.02362,7.611,1,481,0
7612,111,0.13164,7.612,2,286,0
7613,114,0.352982,7.613,1,355,0
7614,209,0.049853,7.614,1,237,2
7615,123,0.024752,7.615,1,464,59
7616,208,0.052223,7.616,6,217,29
7617,208,0.228405,7.617,1,201,0
7618,101,0.090434,7.618,1,338,22
7619,102,0.254166,7.619,12,301,2
7620,122,0.076167,7.62,1,256,0
7621,105,0.222803,7.621,1,237,0
7622,119,0.021944,7.622,1,339,112
7623,121,0.012933,7.623,1,359,0
7624,210,0.041127,7.624,1,265,0
7625,102,0.257869,7.625,38,291,21
7626,112,0.25089,7.626,1,250,6
7627,103,0.019275,7.627,1,282,8
7628,108,0.038034,7.628,1,351,0
7629,108,0.065054,7.629,1,396,0
7630,202,0.15433,7.63,5,221,529
7631,208,0.249418,7.631,1,198,7
7632,214,0.035446,7.632,2,281,172
7633,209,0.682494,7.633,1,212,0
7634,104,0.0157,7.634,38,291,0
7635,223,0.010886,7.635,1,251,2
7636,200,0.05219,7.636,5,204,216
7637,105,0.060415,7.637,1,238,7
7638,212,0.322169,7.638,1,259,0
7639,232,0.288619,7.639,3,686,0
7640,205,0.087593,7.64,1,239,0
7641,102,0.224514,7.641,12,292,10
7642,114,0.179138,7.642,1,381,0
7643,230,0.102217,7.643,1,260,7
7644,232,0.224254,7.644,8,260,9
7645,103,0.016796,7.645,1,295,15
7646,119,0.023336,7.646,1,335,0
7647,209,0.139532,7.647,1,222,15
7648,220,0.10145,7.648,1,315,0
7649,104,0.059115,7.649,38,283,7
7650,208,0.060218,7.65,5,191,84
7651,116,0.036458,7.651,1,277,0
7652,200,0.089913,7.652,1,220,20
7653,201,0.013884,7.653,1,453,2
7654,202,0.015758,7.654,1,362,15
7655,203,0.024212,7.655,1,229,0
7656,123,0.032668,7.656,1,408,91
7657,203,0.061025,7.657,1,285,0
7658,214,0.036388,7.658,2,305,0
7659,105,0.118287,7.659,1,256,7
7660,209,0.109993,7.66,1,218,18
7661,119,0.020306,7.661,1,287,0
7662,201,0.02601,7.662,1,157,28
7663,122,0.046543,7.663,1,243,3
7664,102,0.21127,7.664,12,287,10
7665,208,0.347074,7.665,1,212,0
7666,118,0.102781,7.666,3,257,0
7667,122,0.064845,7.667,1,255,25
7668,214,0.049051,7.668,2,314,110
7669,208,0.280219,7.669,1,258,4
7670,107,0.359784,7.67,12,303,0
7671,111,0.059658,7.671,2,314,9
7672,112,0.2579,7.672,1,258,12
7673,200,0.066657,7.673,1,476,0
7674,103,0.037506,7.674,1,343,0
7675,212,0.199504,7.675,3,223,7
7676,210,0.08837,7.676,1,249,22
7677,222,0.278708,7.677,1,248,0
7678,109,0.01051,7.678,2,257,0
7679,100,0.104677,7.679,1,265,8
7680,122,0.055556,7.68,1,250,10
7681,107,0.307707,7.681,12,296,10
7682,102,0.278137,7.682,12,310,0
7683,223,0.051692,7.683,5,172,313
7684,233,0.044314,7.684,1,212,0
7685,201,0.10059,7.685,4,174,917
7686,220,0.052832,7.686,1,328,6
7687,112,0.350399,7.687,1,243,4
7688,106,0.414991,7.688,1,328,12
7689,111,0.225446,7.689,2,307,0
7690,108,0.05426,7.69,1,369,138
7691,122,0.138173,7.691,1,281,0
7692,223,0.013681,7.692,1,251,0
7693,219,0.085726,7.693,1,275,0
7694,221,0.035699,7.694,1,269,0
7695,231,0.143937,7.695,3,615,0
7696,212,0.324053,7.696,1,263,0
7697,116,0.047676,7.697,1,371,0
7698,200,0.31392,7.698,1,328,0
7699,208,0.043181,7.699,5,206,179
7700,217,0.209442,7.7,12,298,31
7701,222,0.108222,7.701,1,152,36
7702,212,0.321692,7.702,1,240,5
7703,102,0.251071,7.703,12,269,71
7704,215,0.024945,7.704,1,194,8
7705,230,0.079434,7.705,1,264,15
7706,201,0.006518,7.706,1,559,0
7707,230,0.0395,7.707,1,236,1
7708,220,0.042339,7.708,1,315,22
7709,219,0.045169,7.709,1,302,80
7710,100,0.094236,7.71,1,278,2
7711,213,0.037819,7.711,1,205,0
7712,223,0.028686,7.712,5,190,216
7713,209,0.168865,7.713,1,228,8
7714,222,0.174509,7.714,1,260,0
7715,124,0.527995,7.715,3,404,4
7716,123,0.023422,7.716,1,425,0
7717,101,0.201889,7.717,1,352,19
7718,228,0.02213,7.718,5,223,217
7719,222,0.165665,7.719,1,287,0
7720,219,0.046573,7.72,1,275,0
7721,217,0.196212,7.721,12,298,17
7722,215,0.041198,7.722,1,199,63
7723,209,0.063199,7.723,1,217,0
7724,213,0.035759,7.724,1,189,19
7725,202,0.015842,7.725,1,545,0
7726,213,0.033527,7.726,1,199,7
7727,113,0.119005,7.727,1,380,36
7728,107,0.308618,7.728,12,311,0
7729,104,0.335707,7.729,12,301,0
7730,121,0.075088,7.73,1,293,1
7731,230,0.05523,7.731,1,250,7
7732,202,0.041203,7.732,1,428,0
7733,210,0.04273,7.733,1,271,34
7734,212,0.349473,7.734,1,246,7
7735,105,0.067497,7.735,1,255,6
7736,223,0.006223,7.736,1,263,3
7737,200,0.049134,7.737,5,213,182
7738,208,0.141007,7.738,1,219,0
7739,121,0.180937,7.739,1,349,14
7740,107,0.363281,7.74,12,303,1
7741,115,0.100145,7.741,1,312,17
7742,200,0.072193,7.742,1,245,0
7743,208,0.349089,7.743,1,242,0
7744,123,0.04036,7.744,1,433,23
7745,228,0.105319,7.745,1,405,0
7746,122,0.076116,7.746,1,283,4
7747,207,0.033593,7.747,2,317,0
7748,116,0.02644,7.748,1,275,0
7749,232,0.222464,7.749,3,640,0
7750,105,0.224288,7.75,1,256,0
7751,209,0.074604,7.751,1,206,0
7752,106,0.519969,7.752,1,349,0
7753,208,0.072009,7.753,1,196,13
7754,113,0.069017,7.754,1,275,10
7755,123,0.037871,7.755,1,333,21
7756,221,0.128986,7.756,1,260,0
7757,201,0.011771,7.757,1,426,0
7758,114,0.138792,7.758,1,400,0
7759,109,0.016836,7.759,2,249,9
7760,205,0.210744,7.76,1,237,0
7761,233,0.081388,7.761,1,241,0
7762,220,0.043493,7.762,1,330,8
7763,118,0.075748,7.763,8,235,158
7764,109,0.014069,7.764,2,241,9
7765,203,0.043817,7.765,1,235,0
7766,214,0.026554,7.766,2,292,5
7767,106,0.493029,7.767,1,362,0
7768,121,0.029307,7.768,1,377,0
7769,123,0.032998,7.769,1,462,0
7770,222,0.282988,7.77,1,335,0
7771,222,0.049838,7.771,8,153,379
7772,212,0.292194,7.772,1,251,0
7773,103,0.014962,7.773,1,298,5
7774,118,0.114141,7.774,3,292,3
7775,115,0.047356,7.775,1,361,59
7776,233,0.060045,7.776,1,207,0
7777,209,0.044975,7.777,1,258,0
7778,102,0.195194,7.778,12,299,6
7779,112,0.295957,7.779,1,257,12
7780,231,0.194929,7.78,3,330,325
7781,104,0.162868,7.781,1,281,49
7782,203,0.04133,7.782,1,324,0
7783,115,0.073235,7.783,1,412,0
7784,217,0.072651,7.784,1,249,0
7785,212,0.281652,7.785,1,236,0
7786,221,0.05301,7.786,5,170,191
7787,111,0.103556,7.787,2,315,0
7788,202,0.010032,7.788,1,212,0
7789,203,0.252189,7.789,1,193,43
7790,121,0.012145,7.79,1,380,0
7791,217,0.041448,7.791,5,252,143
7792,102,0.193406,7.792,12,299,0
7793,112,0.245077,7.793,1,257,0
7794,215,0.060813,7.794,1,183,7
7795,105,0.117611,7.795,1,258,0
7796,108,0.071675,7.796,1,344,18
7797,101,0.227044,7.797,1,364,18
7798,217,0.225772,7.798,12,304,19
7799,107,0.378966,7.799,12,301,0
7800,100,0.044904,7.8,1,323,0
7801,223,0.00851,7.801,1,277,0
7802,107,0.204649,7.802,5,229,154
7803,209,0.079415,7.803,1,246,2
7804,114,0.524497,7.804,1,290,17
7805,201,0.008506,7.805,1,221,96
7806,122,0.050961,7.806,1,256,0
7807,121,0.021959,7.807,1,355,14
7808,104,0.233682,7.808,38,270,68
7809,214,0.046583,7.809,2,269,83
7810,106,0.25398,7.81,1,307,2
7811,112,0.293742,7.811,1,254,0
7812,233,0.185137,7.812,5,146,198
7813,119,0.050475,7.813,1,476,0
7814,119,0.025714,7.814,1,317,0
7815,228,0.067595,7.815,5,213,419
7816,106,0.305042,7.816,1,453,0
7817,217,0.156028,7.817,12,319,0
7818,200,0.05205,7.818,5,208,214
7819,121,0.051492,7.819,1,350,0
7820,215,0.020852,7.82,1,178,25
7821,112,0.180301,7.821,1,247,6
7822,234,0.095928,7.822,1,235,6
7823,118,0.114253,7.823,3,293,0
7824,221,0.136983,7.824,1,478,0
7825,213,0.037307,7.825,1,206,0
7826,222,0.301168,7.826,1,271,74
7827,234,0.11742,7.827,1,239,2
7828,102,0.221523,7.828,12,299,0
7829,215,0.053817,7.829,1,198,0
7830,215,0.032621,7.83,1,188,0
7831,213,0.037027,7.831,1,210,0
7832,118,0.101333,7.832,3,307,7
7833,104,0.094673,7.833,38,309,0
7834,117,0.023507,7.834,1,433,0
7835,228,0.061306,7.835,5,211,289
7836,102,0.233439,7.836,12,308,1
7837,209,0.082217,7.837,1,228,0
7838,208,0.142594,7.838,1,190,30
7839,109,0.010793,7.839,2,261,3
7840,209,0.066787,7.84,1,226,0
7841,220,0.059693,7.841,1,324,16
7842,124,0.511343,7.842,3,399,36
7843,115,0.123689,7.843,1,324,0
7844,124,0.580279,7.844,3,421,0
7845,234,0.08997,7.845,1,232,0
7846,213,0.037786,7.846,1,202,0
7847,106,0.285504,7.847,1,340,10
7848,208,0.031675,7.848,5,169,171
7849,106,0.129236,7.849,5,192,451
7850,209,0.098907,7.85,1,280,0
7851,217,0.089519,7.851,38,289,0
7852,103,0.020129,7.852,1,304,0
7853,202,0.01237,7.853,1,243,56
7854,223,0.010288,7.854,1,260,0
7855,212,0.191076,7.855,3,232,0
7856,210,0.065416,7.856,1,222,130
7857,100,0.046221,7.857,1,300,0
7858,119,0.022342,7.858,5,196,623
7859,113,0.144435,7.859,1,401,0
7860,212,0.190763,7.86,3,217,0
7861,222,0.155391,7.861,1,310,28
7862,113,0.14184,7.862,1,346,57
7863,217,0.233419,7.863,12,286,11
7864,212,0.207155,7.864,3,197,12
7865,233,0.056896,7.865,1,219,106
7866,209,0.234318,7.866,1,235,0
7867,231,0.150882,7.867,3,333,72
7868,102,0.229023,7.868,12,295,5
7869,108,0.065953,7.869,1,397,0
7870,200,0.050287,7.87,1,271,0
7871,100,0.050682,7.871,1,272,24
7872,106,0.230902,7.872,1,346,112
7873,114,0.059232,7.873,1,300,0
7874,111,0.313325,7.874,2,312,0
7875,208,0.101768,7.875,1,199,46
7876,215,0.024053,7.876,1,198,5
7877,222,0.229148,7.877,1,266,0
7878,208,0.413625,7.878,1,222,0
7879,107,0.334882,7.879,12,311,5
7880,123,0.02647,7.88,1,465,0
7881,221,0.026229,7.881,1,402,0
7882,205,0.101758,7.882,1,257,12
7883,115,0.138728,7.883,1,317,0
7884,222,0.113975,7.884,8,158,411
7885,214,0.040545,7.885,2,291,0
7886,213,0.054305,7.886,1,196,9
7887,230,0.027402,7.887,1,251,11
7888,220,0.087541,7.888,1,326,7
7889,214,0.041419,7.889,2,419,0
7890,219,0.050485,7.89,1,202,183
7891,207,0.03854,7.891,2,360,3
7892,201,0.036923,7.892,1,398,0
7893,104,0.437755,7.893,38,298,2
7894,106,0.435866,7.894,1,327,14
7895,219,0.169035,7.895,1,289,502
7896,220,0.068277,7.896,1,311,7
7897,122,0.059715,7.897,1,258,11
7898,210,0.045392,7.898,1,232,18
7899,102,0.25504,7.899,12,305,0
7900,208,0.210972,7.9,1,341,0
7901,109,0.013531,7.901,2,243,28
7902,113,0.137524,7.902,1,404,0
7903,223,0.060468,7.903,5,186,262
7904,113,0.115766,7.904,1,396,0
7905,111,0.168132,7.905,2,310,0
7906,209,0.074812,7.906,1,226,1
7907,119,0.027302,7.907,1,323,0
7908,221,0.034063,7.908,1,247,154
7909,214,0.045089,7.909,2,280,7
7910,122,0.125224,7.91,1,266,8
7911,101,0.381809,7.911,1,358,5
7912,118,0.085941,7.912,3,249,0
7913,214,0.043351,7.913,2,314,168
7914,232,0.246305,7.914,8,272,3
7915,219,0.03414,7.915,1,321,113
7916,102,0.220575,7.916,12,294,0
7917,233,0.04476,7.917,1,220,0
7918,219,0.069556,7.918,1,336,30
7919,109,0.012212,7.919,2,260,0
7920,122,0.051911,7.92,1,262,0
7921,104,0.047729,7.921,38,289,0
7922,230,0.030354,7.922,1,302,0
7923,105,0.086834,7.923,1,268,0
7924,203,0.019743,7.924,5,150,177
7925,223,0.011328,7.925,1,251,11
7926,202,0.014642,7.926,1,403,0
7927,214,0.053484,7.927,2,290,12
7928,111,0.20746,7.928,2,298,12
7929,101,0.235404,7.929,1,347,0
7930,124,0.528301,7.93,3,410,0
7931,106,0.395569,7.931,1,326,0
7932,117,0.009454,7.932,1,429,0
7933,220,0.074959,7.933,1,321,9
7934,102,0.278979,7.934,12,310,0
7935,233,0.056753,7.935,1,211,3
7936,107,0.285055,7.936,12,299,7
7937,208,0.231737,7.937,1,328,0
7938,210,0.033289,7.938,1,238,39
7939,114,0.206429,7.939,1,310,0
7940,116,0.020057,7.94,1,262,0
7941,109,0.010768,7.941,2,265,0
7942,112,0.297081,7.942,1,261,0
7943,202,0.014818,7.943,1,224,92
7944,212,0.141938,7.944,3,250,6
7945,106,0.353578,7.945,1,462,0
7946,214,0.038356,7.946,2,289,0
7947,217,0.202661,7.947,12,305,18
7948,109,0.008815,7.948,2,272,0
7949,102,0.228437,7.949,12,312,0
7950,113,0.205297,7.95,1,393,0
7951,201,0.020422,7.951,1,264,0
7952,101,0.036645,7.952,1,344,24
7953,213,0.069647,7.953,1,202,0
7954,203,0.016034,7.954,1,278,14
7955,104,0.505692,7.955,12,306,0
7956,124,0.481989,7.956,3,433,29
7957,212,0.195418,7.957,3,223,8
7958,116,0.030205,7.958,1,261,16
7959,213,0.052345,7.959,1,200,0
7960,234,0.169799,7.96,1,234,8
7961,208,0.039754,7.961,5,181,135
7962,101,0.383237,7.962,1,289,15
7963,210,0.04742,7.963,5,192,181
7964,215,0.076504,7.964,1,191,8
7965,124,0.501426,7.965,3,406,24
7966,207,0.044412,7.966,2,288,0
7967,123,0.023262,7.967,1,418,86
7968,114,0.286524,7.968,1,334,0
7969,222,0.032939,7.969,1,138,145
7970,113,0.137043,7.97,1,349,15
7971,215,0.034258,7.971,1,190,0
7972,222,0.216464,7.972,11,371,0
7973,220,0.088427,7.973,1,308,0
7974,232,0.291521,7.974,8,259,283
7975,208,0.052893,7.975,5,148,212
7976,207,0.037068,7.976,2,322,0
7977,212,0.213699,7.977,1,261,10
7978,223,0.030234,7.978,5,210,114
7979,208,0.386337,7.979,1,242,0
7980,217,0.174304,7.98,12,315,0
7981,220,0.057325,7.981,1,342,0
7982,231,0.144393,7.982,3,336,0
7983,109,0.009504,7.983,2,256,0
7984,115,0.105391,7.984,1,333,0
7985,100,0.028622,7.985,1,310,0
7986,203,0.264577,7.986,1,204,0
7987,105,0.059209,7.987,1,253,0
7988,104,0.513768,7.988,12,301,0
7989,223,0.011353,7.989,1,257,0
7990,215,0.03579,7.99,1,183,4
7991,108,0.077595,7.991,1,389,23
7992,118,0.104819,7.992,3,279,0
7993,205,0.093647,7.993,1,258,0
7994,122,0.124309,7.994,1,251,12
7995,117,0.056054,7.995,1,432,0
7996,233,0.25598,7.996,5,140,216
7997,123,0.032146,7.997,1,359,13
7998,101,0.153662,7.998,1,368,0
7999,214,0.063533,7.999,2,300,0
8000,222,0.105737,8,1,323,0
8001,116,0.176714,8.001,5,178,260
8002,233,0.029277,8.002,1,327,0
8003,107,0.350393,8.003,12,317,0
8004,201,0.009504,8.004,1,744,0
8005,202,0.014087,8.005,1,335,0
8006,215,0.075657,8.006,1,196,0
8007,122,0.110532,8.007,1,257,0
8008,107,0.380219,8.008,12,309,8
8009,201,0.014541,8.009,1,497,0
8010,215,0.046413,8.01,1,189,13
8011,234,0.088254,8.011,1,235,8
8012,123,0.026904,8.012,1,440,0
8013,100,0.056476,8.013,1,286,11
8014,112,0.293952,8.014,1,259,12
8015,200,0.028427,8.015,5,175,285
8016,202,0.016748,8.016,1,248,146
8017,121,0.009519,8.017,1,354,9
8018,215,0.02115,8.018,1,184,5
8019,222,0.357728,8.019,1,270,75
8020,232,0.17205,8.02,8,264,13
8021,213,0.111125,8.021,6,191,47
8022,116,0.180357,8.022,5,181,264
8023,112,0.279559,8.023,1,255,3
8024,208,0.019949,8.024,1,233,0
8025,202,0.027613,8.025,1,157,11
8026,208,0.043883,8.026,1,233,37
8027,104,0.551124,8.027,38,277,6
8028,230,0.088582,8.028,1,283,4
8029,203,0.073744,8.029,1,261,0
8030,108,0.047468,8.03,1,422,0
8031,213,0.049483,8.031,1,197,0
8032,115,0.102008,8.032,1,336,15
8033,205,0.208791,8.033,1,271,0
8034,107,0.333902,8.034,12,300,0
8035,100,0.055272,8.035,1,298,2
8036,223,0.02688,8.036,1,243,12
8037,213,0.069585,8.037,1,200,2
8038,221,0.040735,8.038,1,365,0
8039,203,0.084029,8.039,1,220,0
8040,213,0.085415,8.04,1,201,5
8041,210,0.042291,8.041,1,263,0
8042,208,0.054663,8.042,5,176,134
8043,223,0.025116,8.043,1,318,0
8044,215,0.018595,8.044,1,213,0
8045,209,0.097286,8.045,1,231,0
8046,116,0.025683,8.046,1,285,0
8047,217,0.201218,8.047,12,295,24
8048,213,0.081968,8.048,6,201,0
8049,203,0.052553,8.049,1,154,171
8050,101,0.117559,8.05,1,382,0
8051,213,0.018439,8.051,1,193,30
8052,221,0.109346,8.052,1,242,35
8053,234,0.091825,8.053,1,234,0
8054,119,0.027422,8.054,1,313,15
8055,221,0.041137,8.055,5,191,266
8056,208,0.20279,8.056,1,287,0
8057,213,0.03115,8.057,1,202,14
8058,121,0.034763,8.058,1,338,17
8059,222,0.127974,8.059,1,321,6
8060,203,0.076955,8.06,5,123,136
8061,112,0.222562,8.061,1,253,1
8062,101,0.347424,8.062,1,348,0
8063,228,0.096473,8.063,1,373,162
8064,101,0.107162,8.064,1,310,16
8065,207,0.031351,8.065,2,337,23
8066,213,0.057977,8.066,1,240,0
8067,214,0.032555,8.067,2,250,18
8068,209,0.062414,8.068,1,203,0
8069,122,0.100019,8.069,1,273,9
8070,121,0.019585,8.07,1,305,5
8071,105,0.076111,8.071,1,222,15
8072,115,0.135507,8.072,1,314,31
8073,203,0.074233,8.073,1,205,61
8074,220,0.0609,8.074,1,303,0
8075,123,0.017338,8.075,1,450,0
8076,105,0.077173,8.076,1,264,0
8077,122,0.135697,8.077,1,267,4
8078,121,0.028836,8.078,1,277,2
8079,121,0.015251,8.079,1,362,6
8080,122,0.061244,8.08,1,255,0
8081,123,0.019073,8.081,1,469,0
8082,104,0.545291,8.082,12,291,0
8083,103,0.015033,8.083,1,300,0
8084,119,0.026913,8.084,1,319,0
8085,217,0.172709,8.085,12,315,0
8086,230,0.081497,8.086,1,327,5
8087,233,0.029169,8.087,5,175,121
8088,111,0.070307,8.088,2,307,0
8089,122,0.107391,8.089,1,227,35
8090,105,0.173406,8.09,1,262,0
8091,207,0.043178,8.091,2,345,0
8092,121,0.100527,8.092,1,359,0
8093,234,0.072544,8.093,1,234,0
8094,213,0.0893,8.094,1,202,0
8095,220,0.146612,8.095,8,206,234
8096,228,0.085766,8.096,1,326,0
8097,212,0.234108,8.097,3,206,5
8098,233,0.332853,8.098,5,149,219
8099,230,0.111394,8.099,1,276,31
8100,118,0.064382,8.1,3,239,1
8101,223,0.029793,8.101,1,374,0
8102,219,0.079259,8.102,1,249,21
8103,214,0.054064,8.103,2,352,0
8104,233,0.07819,8.104,1,209,59
8105,210,0.041701,8.105,1,219,15
8106,116,0.041816,8.106,1,266,3
8107,115,0.059388,8.107,1,323,0
8108,210,0.139243,8.108,1,235,8
8109,103,0.110416,8.109,1,309,12
8110,203,0.107007,8.11,1,240,21
8111,200,0.033762,8.111,5,185,294
8112,109,0.016078,8.112,2,253,5
8113,205,0.059548,8.113,1,248,0
8114,106,0.350451,8.114,1,273,22
8115,222,0.226143,8.115,1,137,179
8116,105,0.092965,8.116,1,248,0
8117,123,0.042615,8.117,1,403,34
8118,222,0.196656,8.118,1,206,2
8119,234,0.11543,8.119,1,240,0
8120,108,0.135679,8.12,1,392,0
8121,208,0.062846,8.121,5,213,71
8122,210,0.08076,8.122,1,229,23
8123,209,0.140694,8.123,1,231,16
8124,209,0.159677,8.124,1,273,0
8125,103,0.013612,8.125,1,319,8
8126,233,0.095804,8.126,1,215,58
8127,208,0.045234,8.127,5,204,70
8128,124,0.263791,8.128,3,389,0
8129,107,0.370734,8.129,12,305,2
8130,112,0.211024,8.13,1,258,6
8131,213,0.058977,8.131,1,202,6
8132,228,0.11068,8.132,1,305,15
8133,230,0.106936,8.133,1,255,2
8134,233,0.050095,8.134,1,213,0
8135,231,0.142963,8.135,3,333,11
8136,215,0.028919,8.136,1,187,0
8137,117,0.022327,8.137,1,420,11
8138,220,0.075545,8.138,1,312,8
8139,105,0.095025,8.139,1,257,11
8140,116,0.055134,8.14,1,277,10
8141,200,0.17756,8.141,1,245,0
8142,209,0.10381,8.142,1,195,89
8143,105,0.087613,8.143,1,251,3
8144,109,0.014665,8.144,2,247,1
8145,233,0.068475,8.145,1,213,11
8146,223,0.010577,8.146,1,265,0
8147,214,0.060129,8.147,2,307,0
8148,106,0.285252,8.148,1,347,100
8149,222,0.214536,8.149,1,298,0
8150,217,0.217929,8.15,12,305,0
8151,202,0.015204,8.151,1,430,0
