"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C1_H3","C1_H4","C1_H5","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","C2_H3","C2_H4","C2_H5","Type"
"2721",2720,208,0.082175806,192670340,593924,360,2,6,593924,0.006689133,5.72296,0.014026863,16.995905,98.20563,4716.327,705073,25.244013,331.0493,316.8626,3.6000004,812.5123,-27.829178,-177.79778,-60.957855,-63.675343,4.8591404,593924,0.075486675,1.5078169,0.03506551,4.1788526,79.79207,327.3857,4337,1.8488164,138.97871,124.792046,5.400001,9.2109165,36.570515,-25.154772,-36.908524,11.671854,21.357365,1
"2722",2721,208,0.0410539,193101746,594124,360,2,6,594124,0.028929224,20.083073,0.054871783,72.10401,60.017593,58079.496,2007641,402.92984,511.8099,497.62323,7.920002,1213.5701,302.94354,429.75272,266.2992,267.53546,240.5322,594124,0.012124675,6.585287,0.031062676,30.439592,63.324585,6244.705,515041,43.21965,351.25818,337.0715,7.560002,-706.0029,-10.26361,-49.884586,-47.111065,-6.863912,-74.13385,5
"2723",2722,208,0.21823318,192766762,594400,360,2,6,594400,0.00064798776,1.8887091,0.0046066074,6.9983563,84.501755,513.68,792731,3.1737525,171.41194,157.22528,3.2400002,883.72205,-10.276566,-68.05935,-54.841343,-56.875862,-16.513603,594400,0.21758519,2.1123464,0.07041155,5.8421445,72.68852,642.52905,2953,3.6949983,187.52637,173.3397,5.760001,-7.5393667,11.77392,-13.430729,-26.927998,18.711143,29.315445,1
"2724",2723,208,0.021127906,192729673,594618,360,2,6,594618,0.0043727,4.385214,0.011390165,12.99685,99.0948,2769.1348,633278,14.866587,292.7096,278.52292,3.6000004,771.3923,-59.16619,-167.39067,-47.185265,-41.372833,2.0773032,594618,0.016755205,0.8005539,0.016011078,2.6159132,62.119,92.28767,5508,0.6392121,47.810257,33.623592,5.400001,18.566816,43.56487,-26.629486,-37.263454,11.903371,30.55656,1
"2725",2724,208,0.050473005,192360613,594814,360,2,6,594814,0.039542995,23.327623,0.06122736,77.88282,59.382267,78361.64,1981682,540.3238,533.3892,519.2026,7.560002,1160.6672,413.9096,421.5419,291.34137,289.42172,196.23647,594814,0.010930011,6.531723,0.02902988,27.176483,63.37986,6143.53,562079,42.68745,350.08365,335.89697,7.2000017,-738.62775,0.86618245,-72.547,2.5076585,-37.94738,-60.450165,5
"2726",2725,208,0.03275981,230221873,595048,360,2,6,595048,0.000938118,2.3476963,0.0054344824,10.058342,73.664474,793.68164,846036,5.4041915,202.73784,188.55118,3.2400002,910.1555,-42.66692,-84.42047,-63.837315,-61.22948,-9.365788,595048,0.031821694,0.8673116,0.026282169,2.9920435,72.293686,108.321045,3404,0.66063577,59.34386,45.157196,5.040001,-15.177046,10.958854,-34.008793,-33.741867,-1.1052767,25.473654,1
"2727",2726,208,0.036141112,193300441,595272,360,2,6,595272,0.0019456404,3.3367906,0.008021131,10.986829,91.213486,1603.3206,824058,9.14964,253.36461,239.17795,3.9600005,883.14777,48.994946,-172.02684,-92.15281,-44.92021,1.0190008,595272,0.03419547,1.0221847,0.029205278,3.1585898,64.56438,150.46007,4400,0.9840782,83.00294,68.81628,5.040001,-30.437935,25.535046,-20.135891,-41.575424,-16.45975,16.313808,1
"2728",2727,208,0.020620804,192277214,595490,360,2,6,595490,0.017587649,16.275412,0.046768423,56.92179,61.648094,38144.023,2168796,265.15155,481.46478,467.27814,8.280002,1250.4323,342.05023,447.5068,312.54034,330.37283,207.32144,595490,0.0030331556,4.0575037,0.017120268,16.902157,67.43712,2370.7205,781602,16.5717,281.50623,267.31958,7.920002,-872.1685,44.241585,-95.55101,4.2084537,-61.288193,-60.764553,5
"2729",2728,208,0.19108002,193149154,595780,360,2,6,595780,0.0040745577,4.7137475,0.0111700175,14.999505,84.89235,3199.5955,785262,18.72948,303.11285,288.92618,3.6000004,863.49927,58.657875,-136.17383,-92.6549,-75.31641,-13.780526,595780,0.18700546,2.1946957,0.0593161,6.9999075,65.48127,693.6033,3709,4.230262,193.03351,178.84685,5.400001,5.474506,30.274487,-13.451808,-33.71795,3.606679,27.166586,1
"2730",2729,208,0.10909604,193029119,596013,360,2,6,596013,0.004092708,4.751867,0.011025213,13.99153,90.19097,3251.5544,794475,18.369715,304.27267,290.086,3.6000004,862.88354,67.02601,-171.31828,-86.25263,-71.69478,-15.272071,596013,0.105003335,1.566902,0.043525055,5.000055,70.90654,353.54623,3367,2.1041362,144.51373,130.32706,3.9600005,-0.7885364,34.779167,-12.0177765,-35.363766,-18.864809,-7.2344484,1
"2731",2730,208,0.027411897,192759940,596212,360,2,6,596212,0.020973,17.76701,0.049767535,56.22431,60.899097,45456,2167358,316.4548,494.16003,479.97336,7.920002,1238.6727,339.14816,482.9411,262.4889,348.328,221.5964,596212,0.006438895,5.133671,0.023334866,23.563826,67.60908,3795.059,589396,25.623348,315.39697,301.2103,7.560002,-755.4272,1.1175848,-70.897964,-21.787127,-24.940197,-93.84023,5
"2732",2731,208,0.3161897,193142525,596494,360,2,6,596494,0.018827252,9.833983,0.02404397,28.726389,74.102936,13925.841,739664,84.98419,409.00482,394.81815,4.680001,787.6741,-50.0682,-309.64597,-75.096504,35.61732,-3.5097725,596494,0.29736245,3.191342,0.09670734,9.868935,54.30481,1466.5916,4932,9.757801,246.94635,232.75969,7.2000017,-0.1437417,24.376219,0.9692818,3.4373572,24.562181,47.48824,1
"2733",2732,208,0.24206571,192777793,596738,360,2,6,596738,0.0031942225,4.087537,0.010322062,16,72.435265,2405.9458,753218,15.8254,282.58698,268.40033,4.680001,815.3136,-39.360973,-273.7795,-30.7652,81.87034,43.840878,596738,0.23887148,3.209052,0.072933,13,60.785465,1482.9142,6208,9.33608,247.74374,233.55708,4.3200006,17.384203,34.780834,-29.015757,-46.79396,-13.280415,-2.2829885,1
"2734",2733,208,0.04002127,192110490,596933,360,2,6,596933,0.02720288,21.148928,0.055363685,74.884964,61.045452,64407.906,2367687,442.3121,519.2599,505.07324,7.920002,1294.5087,382.6692,504.21182,288.7784,326.97116,191.20169,596933,0.012818392,6.8280635,0.031758435,30.372818,65.37983,6713.633,523750,45.226933,356.47202,342.28534,7.560002,-714.0551,16.116386,-48.984764,-15.030193,-8.337532,-64.86143,5
"2735",2734,208,0.14312565,223770665,597201,360,2,6,597201,0.0011175256,2.5118074,0.0059521506,7.980686,80.75544,908.5215,812976,5.7066827,212.46764,198.28098,3.6000004,882.5397,10.946194,-160.47679,-63.15316,-57.586975,-3.7765796,597201,0.14200813,1.774773,0.052199207,6.338913,79.67299,453.57397,3194,2.5252657,162.4521,148.26544,3.6000004,-0.5710275,34.485794,-15.5108185,-29.16165,-16.532759,-13.656904,1
"2736",2735,208,0.06997529,193147283,597434,360,2,6,597434,0.0007548812,2.0023668,0.0048483456,7.9388056,76.31973,577.3641,764841,3.8467622,179.82677,165.6401,3.6000004,853.5325,88.550705,-130.52124,-82.35917,-61.13627,-18.657087,597434,0.06922041,1.4013025,0.03687638,4.8873215,65.85628,282.76538,4085,1.7797089,128.42917,114.2425,4.680001,-13.39985,34.31515,-15.9210615,-38.14045,-24.202301,12.297287,1
"2737",2736,208,0.023322284,192766355,597644,360,2,6,597644,0.017961929,17.33661,0.046855703,66.30044,61.677452,43280.363,2409561,300.3949,490.58002,476.39334,8.280002,1343.2964,229.13615,527.67944,249.1813,370.09476,178.39577,597644,0.0053603556,6.102827,0.022273092,32.146393,70.1852,5363.2075,1000532,35.421707,340.28882,326.10217,7.920002,-982.15576,49.102455,-135.24522,-18.439484,-42.62159,-87.634254,5
"2738",2737,208,0.11929873,192653469,597937,360,2,6,597937,0.001668709,3.4414084,0.00829255,12.999976,70.33558,1705.434,1022008,11.799719,257.8101,243.62343,5.040001,939.4452,-276.7258,-207.3944,99.92939,90.38392,0.513706,597937,0.11763002,4.5383577,0.06483368,16.99124,61.33558,2965.9233,25214,19.119345,297.65265,283.46597,6.1200013,-128.34433,-18.442732,31.825853,-22.132097,7.1019278,62.30989,1
"2739",2738,208,0.026917676,193041748,598172,360,2,6,598172,0.00061035226,1.9148794,0.0044635884,6.001354,73.03133,528.0139,865097,3.691233,173.39354,159.20686,4.3200006,860.82043,-246.61316,-235.56355,69.963875,45.521454,16.790558,598172,0.026307324,1.7121981,0.03494282,4.9998674,61.07641,422.15363,16047,2.90343,157.2833,143.09663,5.400001,-112.915955,-19.52459,-5.5383706,-31.968403,9.891387,36.648777,1
"2740",2739,208,0.032565586,192913789,598381,360,2,6,598381,0.027344828,20.99293,0.051834393,81.20076,60.705067,63461.25,2320777,437.63104,518.20264,504.016,7.560002,1301.548,303.36972,462.2401,283.77405,345.4223,240.30165,598381,0.005220756,6.6222205,0.022678837,28.7192,66.60361,6314.948,1209585,43.5263,352.04114,337.85446,7.920002,-1064.8433,-23.770128,-203.43176,-69.96557,-109.360535,-102.83367,5
"2741",2740,208,0.26371023,192894704,598640,360,2,6,598640,0.0029209729,4.080286,0.010356056,15.999996,88.74762,2397.4177,820760,13.776088,282.33133,268.14465,5.040001,848.4201,-66.93397,-277.28705,-2.8694596,130.00996,16.327501,598640,0.26078925,3.6484404,0.08686763,9.11508,73.17652,1916.8009,7350,10.927599,266.22244,252.03577,5.760001,-46.726997,25.348797,5.684165,-34.419716,11.9820595,35.30764,1
"2742",2741,208,0.09771915,192450659,598882,360,2,6,598882,0.0011949725,2.3874035,0.006074818,6.9737277,74.656296,820.7561,686841,5.4716454,205.15297,190.96631,4.680001,768.8172,32.44967,-285.07632,-82.44227,59.679813,47.545403,598882,0.09652417,2.5371156,0.043001957,9.000007,55.734413,926.92163,9603,6.416917,213.91127,199.72461,4.3200006,-9.800368,76.36906,-25.855894,-35.78042,-28.250536,-0.96884286,1
"2743",2742,208,0.022612432,192852174,599075,360,2,6,599075,0.014888772,14.623438,0.042386778,50.15369,62.98644,30793.672,2068248,212.01762,466.1188,451.93213,7.920002,1264.602,254.55788,426.9584,274.72424,282.6729,189.11581,599075,0.0077236607,5.156938,0.025279108,21.603033,64.70267,3829.5376,495819,26.575583,316.0507,301.86404,7.560002,-695.96045,36.696007,-38.76609,-22.83084,-27.476145,-59.185055,5
"2744",2743,208,0.27391246,192413541,599346,360,2,6,599346,0.0062265713,5.9542074,0.0144169675,15.999951,95.091125,5105.172,819901,27.801071,336.7534,322.5667,4.3200006,865.08984,41.90244,-235.6664,-90.54257,-29.597622,6.855924,599346,0.2676859,3.3246348,0.075559884,9.377936,80.286865,1591.6603,5946,8.69424,252.83907,238.6524,3.9600005,15.624249,56.85411,2.4137712,-24.1226,-14.345815,-9.181712,1
"2745",2744,208,0.08391036,237459690,599573,360,2,6,599573,0.0016660315,2.8853111,0.0074748993,8.993404,80.66858,1198.803,719556,7.4420056,232.43037,218.24371,3.6000004,835.4673,44.026756,-98.089424,-71.81998,-59.2356,-11.172893,599573,0.08224433,2.484186,0.038815405,9,65.44578,888.64996,10805,5.5805855,210.87535,196.68869,5.040001,-1.4158034,76.44782,-25.599106,-50.827377,-27.919409,7.2003226,1
"2746",2745,208,0.01865148,192945236,599796,360,2,6,599796,0.0131435525,16.576286,0.03157388,53.60646,63.547176,39567.35,3010400,272.1034,484.18915,470.00247,7.920002,1591.8861,-482.94696,-24.381472,-385.72452,224.35773,-61.465324,599796,0.005507927,4.626561,0.022790942,18.704353,72.57507,3082.3296,559617,21.48333,289.4474,275.26074,13.6799965,-593.45435,446.75842,22.687843,-48.6824,43.228996,0.042492222,6
"2747",2746,208,0.16986693,192654673,600010,360,2,6,600010,0.0073505966,6.5635867,0.016743844,23.709303,72.92092,6203.6167,843961,39.418602,350.78464,336.59796,5.760001,840.27466,0.94111896,-309.52078,-42.502064,173.23012,63.849262,600010,0.16251634,4.389315,0.06096271,13.99999,67.181274,2774.3164,17071,16.767841,292.8442,278.65753,5.400001,-6.98563,91.34494,-26.301476,-58.41604,-41.883915,6.7471814,1
"2748",2747,208,0.1854983,193337951,600232,360,2,6,600232,0.00091895834,2.2171607,0.0055153253,8.545141,85.91475,707.8754,770302,4.277987,194.5,180.31334,3.2400002,868.4178,-31.951662,-24.020071,-97.16101,-56.463127,-34.90378,600232,0.18457934,3.7390645,0.06559762,12.684896,55.696743,2013.2069,10907,13.516723,269.75287,255.56621,7.560002,13.539047,70.24495,7.485627,-17.343338,18.28519,55.542423,1
"2749",2748,208,0.033509903,192709039,600454,360,2,6,600454,0.022107717,19.549646,0.03737982,61.919655,64.99393,55035.17,2489410,364.37173,507.9491,493.76242,7.2000017,1463.7626,-333.75937,-70.87177,-391.9456,142.12991,-39.17027,600454,0.011402185,8.224498,0.03057434,24.122187,69.612366,9740.499,854266,68.076,372.5667,358.38004,12.5999975,-743.02545,491.8865,192.5989,-96.1131,36.194218,53.331444,6
"2750",2749,208,0.04637417,192867835,600684,360,2,6,600684,0.0011026586,2.4096522,0.006009108,10,75.66864,836.125,758281,5.5298085,206.48872,192.30206,4.680001,816.92584,-0.72593606,-280.95554,-70.194115,65.72721,43.50979,600684,0.04527151,1.5379975,0.02796359,5.8309,69.455986,340.62283,7524,2.1051414,141.83257,127.6459,3.9600005,27.477606,72.75744,-0.9605783,-27.716877,-17.394089,-7.9379168,1
"2751",2750,208,0.04099178,193112658,600903,360,2,6,600903,0.0008508367,2.0920997,0.005041204,8.04912,75.253204,630.2709,740766,4.2298684,186.13948,171.95282,3.2400002,848.19464,-53.122322,-93.45521,-66.30676,-67.516365,-13.809539,600903,0.04014094,1.1448638,0.027923508,4.0001993,60.020134,188.7427,4702,1.290691,99.32441,85.13774,5.040001,-5.9296484,34.894737,-28.246582,-45.371025,-12.360865,15.851341,1
"2752",2751,208,0.025502339,191933013,601121,360,2,6,601121,0.020166587,20.00377,0.03846879,51.937317,62.042244,57621.727,2857287,396.221,511.25574,497.06906,7.560002,1550.5248,-421.03595,40.401962,-433.00818,169.24762,-22.207388,601121,0.005335751,5.6962852,0.022164535,20.418789,74.59788,4672.464,875690,32.519596,316.83862,302.65195,13.319997,-774.1035,503.45837,82.50383,-91.34768,53.92684,15.865051,6
"2753",2752,208,0.21015738,192893440,601342,360,2,6,601342,0.0022802907,3.5635748,0.008384882,9.999998,68.44525,1828.6654,801944,12.778966,262.8333,248.64664,3.2400002,878.7822,109.68427,-65.52456,-69.437355,-72.104294,-38.892365,601342,0.20787708,3.0298176,0.091812655,10.1002445,52.60627,1321.8904,6359,9.190661,239.01707,224.83041,9.360001,-58.96597,-0.82067937,10.461925,21.843262,16.700008,26.343504,1
"2754",2753,208,0.07087312,225187279,601556,360,2,6,601556,0.000927046,2.2198656,0.0054011326,9.054171,73.089485,709.60364,765446,4.867628,194.67557,180.4889,3.2400002,865.9504,1.1734189,-80.99684,-62.534668,-63.83644,-17.856182,601556,0.06994607,1.4581046,0.052075166,3.9999812,60.68277,306.15396,4377,2.0293248,134.15105,119.96438,5.040001,-43.773884,8.387703,-16.323492,-32.58097,-10.479999,25.42702,1
"2755",2754,208,0.03360929,192733638,601764,360,2,6,601764,0.023653815,18.603462,0.052850746,64.0037,60.747543,49836.79,2106924,345.69077,500.79205,486.60538,7.920002,1245.5024,230.64824,497.59985,224.78085,358.44614,161.23468,601764,0.009955474,7.2472286,0.02946028,32.406048,71.077835,7563.214,759704,48.407703,365.05133,350.86465,7.560002,-852.439,67.20799,-124.41452,18.571287,-32.629227,-63.896328,5
"2756",2755,208,0.092664644,193209397,602084,360,2,6,602084,0.00054474984,1.6996851,0.0042813225,6.338703,79.19243,416.00583,763664,2.7202952,156.22705,142.04039,4.680001,819.9513,-109.257355,-273.47827,-0.29602107,60.243137,23.896595,602084,0.092119895,1.3679128,0.04023273,5.285075,75.86513,269.45068,2925,1.5532066,124.95645,110.76979,3.6000004,-1.4463722,39.09585,-15.598304,-23.785887,-13.25559,-11.840025,1
"2757",2756,208,0.025901703,192557493,602331,360,2,6,602331,0.017104223,19.248446,0.03449542,58.830048,64.13878,53352.383,3119252,360.32095,505.71298,491.52634,7.560002,1637.2695,-416.46274,-47.79502,-414.40375,187.98769,-49.533287,602331,0.00879748,6.861809,0.028472235,21.936298,70.69279,6780.1562,770693,47.303665,346.49426,332.3076,13.6799965,-718.4006,461.56247,163.60199,-83.62894,22.936857,22.092834,6
"2758",2757,208,0.010821254,192748779,602483,360,2,6,602483,0.0033801335,6.8279886,0.02056623,20.791504,67.1432,6713.486,1986160,46.866314,356.47128,342.2846,6.8400016,1242.4103,180.71446,467.10693,229.04964,321.31674,171.19994,602483,0.00744112,4.0770297,0.026647253,16.613436,66.63468,2393.5925,321671,16.2505,282.21576,268.0291,7.2000017,-543.9935,57.635258,-104.91955,-32.408287,-72.44866,-52.146217,5
"2759",2758,208,0.30225575,192784774,602830,360,2,6,602830,0.0064506084,5.972447,0.014746782,16.970608,98.0217,5136.497,796281,27.535425,337.19382,323.00717,3.9600005,865.9047,-39.196438,-189.86086,-50.97501,-30.850988,14.83548,602830,0.29580513,3.2839856,0.10946619,11.151869,52.288403,1552.9769,5250,10.858007,247.7595,233.57285,10.799999,-14.544655,9.718789,43.760765,22.404556,26.961163,15.720921,1
"2760",2759,208,0.035932057,192879304,603028,360,2,6,603028,0.026536101,18.989431,0.052602302,66.04342,60.69609,51926.188,1956813,358.60715,503.7588,489.5721,7.560002,1202.7723,254.35855,415.50085,277.00665,302.93097,228.87993,603028,0.009395955,6.2924776,0.0267765,31.130451,65.90189,5701.719,606827,38.671814,344.71024,330.52356,7.2000017,-771.9477,0.56106776,-50.013,-14.509349,-10.8687315,-48.90723,5
"2761",2760,208,0.045716316,192318067,603329,360,2,6,603329,0.0015130284,2.9143376,0.0069720997,10.9966755,75.07472,1223.0444,808342,8.043489,233.8718,219.68513,3.6000004,881.42206,-70.38509,-139.53369,-62.796104,-42.91181,2.3323936,603329,0.04420329,1.274186,0.026545541,3.8688543,67.65245,233.7912,5289,1.4696463,114.73554,100.54888,5.400001,2.23582,42.719612,-30.736422,-34.37896,9.694249,31.695837,1
"2762",2761,208,0.050788537,192466932,603549,360,2,6,603549,0.03871347,26.021599,0.052782148,82.58277,60.358162,97505.8,2518653,665.3142,549.1167,534.93,9.000001,1392.5927,-573.7621,-158.81044,-356.60165,14.768083,-5.096314,603549,0.012075068,6.752348,0.028252501,28.621437,76.81766,6565.565,543729,45.658443,334.01233,319.82565,12.239998,-535.9566,485.76804,44.464386,-1.4668145,108.75636,11.6733,5
"2763",2762,208,0.031133506,228086396,603713,360,2,6,603713,0.01859358,16.760117,0.047211595,50.46808,61.14158,40449.812,2175472,282.4212,485.67416,471.4875,8.280002,1230.252,422.8947,425.66968,308.84888,316.42554,256.81726,603713,0.012539927,6.212314,0.032188155,26.023672,62.865746,5557.3696,443174,38.625137,342.81323,328.6266,8.280002,-649.1539,-46.500416,-33.957592,-57.830395,-59.95585,-77.210526,5
"2764",2763,208,0.3026027,192966747,604045,360,2,6,604045,0.004426384,4.9279456,0.012167767,15,88.266235,3496.9893,790033,19.964413,309.51205,295.32538,3.9600005,864.4759,61.63045,-155.2337,-94.394104,-48.20659,9.353241,604045,0.29817632,2.8772442,0.09590814,8.997749,61.872818,1192.1089,3998,7.3616996,232.0272,217.84055,6.1200013,-27.789862,14.60132,-3.113973,-23.843157,9.823653,33.84847,1
"2765",2764,208,0.02462965,192400237,604242,360,2,6,604242,0.019130217,16.993776,0.050426636,58.342407,61.211678,41585.535,2173814,289.61276,487.6876,473.50092,8.280002,1260.822,277.058,478.84857,284.8611,326.02985,221.48975,604242,0.005499434,5.1105356,0.02202817,24.800503,65.80689,3760.931,683876,26.129868,314.7391,300.55246,7.920002,-819.2325,3.0684717,-49.467834,-41.069138,-2.7926195,-69.443184,5
"2766",2765,208,0.060117185,192686876,604557,360,2,6,604557,0.0019348612,3.1794977,0.007812034,9.003575,92.09913,1455.7257,752367,8.261361,246.4114,232.22475,3.6000004,846.72845,94.29582,-111.76204,-83.79911,-71.644936,-20.605207,604557,0.058182325,1.491125,0.030431122,5.819281,69.74202,320.17734,5503,1.9583294,137.3757,123.18904,3.9600005,5.1304297,66.44832,-0.6734589,-20.890972,-14.148298,-10.201008,1
"2767",2766,208,0.034718093,192723923,604795,360,2,6,604795,0.028232383,23.749437,0.045937017,72.21629,61.519226,81221.15,2876879,553.8404,535.94824,521.7616,8.640001,1466.207,-674.0144,-43.34927,-398.8201,150.44542,-89.60544,604795,0.0064857113,4.9310403,0.02382145,18.54701,75.012024,3501.3826,539861,24.37039,294.43112,280.24445,13.319997,-541.9008,481.30377,-66.11254,16.013092,76.18278,-24.870138,6
"2768",2767,208,0.024500921,192728975,604950,360,2,6,604950,0.010693819,11.2726965,0.03489999,34.061935,63.25065,18298.611,1711139,127.46607,428.65857,414.4719,7.560002,1172.865,181.54807,358.03363,212.71687,259.21716,208.8992,604950,0.013807101,4.9521227,0.03391865,22.857006,63.856697,3531.387,255766,24.138527,310.20496,296.0183,7.920002,-487.28113,69.69907,-56.59583,-28.401575,-49.639904,-58.820797,5
"2769",2768,208,0.25063232,192772893,605283,360,2,6,605283,0.023026817,10.540766,0.026091004,29.668772,88.10364,15999.516,694821,88.25698,418.9993,404.81262,4.3200006,771.818,17.49978,-263.24744,-108.37974,-38.139553,17.66711,605283,0.2276055,3.8896587,0.07938079,10.953987,55.05084,2178.64,9572,14.59801,275.4068,261.22012,8.280002,27.080467,47.53007,27.4502,-17.790634,36.04179,45.076256,1
"2770",2769,208,0.020085726,192388021,605469,360,2,6,605469,0.011887122,13.205559,0.043582704,41.77939,63.169724,25111.7,2112513,175.2542,450.48032,436.29364,9.000001,1244.101,373.83545,430.11005,323.04547,274.98083,186.79614,605469,0.008198604,5.179075,0.027695587,17.607748,64.16616,3862.485,471115,26.97215,316.26843,302.0818,9.72,-675.7361,-39.21441,78.12031,-32.707066,-36.376984,-24.490402,5
"2771",2770,208,0.26758543,192305402,605744,360,2,6,605744,0.06820417,16.224035,0.042360406,41.961426,99.547165,37903.582,555737,194.33925,481.09836,466.9117,4.3200006,628.12164,-3.081716,-345.90002,-51.717876,-12.1525955,28.601894,605744,0.19938125,6.498146,0.067689024,19.121204,54.19912,6080.53,30497,41.685226,348.63483,334.44818,9.360001,66.82391,28.0551,-34.37828,-82.43898,37.110092,99.03909,1
"2772",2771,208,0.03650339,222965108,605969,360,2,6,605969,0.013380615,8.047056,0.019390497,20.991444,88.24683,9324.736,696884,51.971046,380.12738,365.9407,4.3200006,765.7222,21.831223,-296.05072,-92.91571,-55.58834,37.185493,605969,0.023122774,1.0886703,0.019099478,3.2888591,60.223198,170.6692,7381,1.1933045,92.077065,77.8904,4.680001,6.0510893,69.71453,-3.1120758,-41.823284,-23.545301,0.5887287,1
"2773",2772,208,0.038835675,192821775,606180,360,2,6,606180,0.03385857,20.14464,0.058902457,83.472176,59.775826,58436.133,1725889,403.64917,512.2134,498.02673,8.280002,1102.7191,288.9542,387.3234,284.1873,309.15625,203.98344,606180,0.0049771033,4.6388865,0.021279296,23.76674,67.18204,3098.7744,622606,21.252245,300.79712,286.61044,7.920002,-774.46124,70.19085,-95.76762,14.274753,-50.63861,-53.390343,5
"2774",2773,208,0.08880144,192950519,606408,360,2,6,606408,0.053133246,24.24988,0.06483925,98.41159,61.1763,84680.16,1593732,572.9916,536.8984,522.71173,10.08,807.1037,-728.14825,-40.91474,-536.6748,83.250725,-175.53108,606408,0.035668198,10.2132225,0.04402251,43.528194,71.02899,15020.628,421121,104.71966,396.15485,381.96817,14.039996,-97.55592,533.0716,-152.93356,239.92465,113.270454,-136.5108,5
"2775",2774,208,0.03825095,192456597,606739,360,2,6,606739,0.0064592767,5.867063,0.014103517,20.983171,85.39874,4956.8296,767397,28.589348,334.63025,320.4436,3.6000004,851.9543,-70.63914,-153.9461,-63.707226,-62.145603,1.9978503,606739,0.031791672,0.97388476,0.022648484,2.7195058,64.911545,136.57703,4296,0.8924993,76.03269,61.84603,3.6000004,-1.7389792,52.86518,-24.060984,-19.533855,-15.957143,-12.105289,1
"2776",2775,208,0.039954633,193129319,606926,360,2,6,606926,0.026539749,19.95192,0.052922864,71.40649,60.153225,57323.39,2159907,398.57306,510.8641,496.67743,7.920002,1242.5527,344.60345,447.0153,278.39612,318.50073,247.23286,606926,0.013414885,7.14237,0.032613564,32.970528,63.203163,7345.9375,547596,50.689354,362.9449,348.75824,7.920002,-727.16974,-26.170677,-37.007236,-50.804737,-11.321384,-81.91801,5
"2777",2776,208,0.08939006,192821122,607233,360,2,6,607233,0.005430995,5.6659,0.013652772,17,69.63278,4622.749,851179,30.719278,329.60632,315.41968,3.6000004,909.4779,-8.642931,-91.531044,-89.68362,-48.828506,-22.935139,607233,0.083959065,1.6343035,0.04806775,4.99965,62.307552,384.6165,4581,2.4878738,150.57846,136.3918,5.760001,-36.34272,25.96793,-19.05622,-27.879114,4.212064,32.297512,1
"2778",2777,208,0.05443759,192932082,607452,360,2,6,607452,0.03986548,22.903816,0.06240822,83.867,60.224674,75540.22,1894878,515.35156,530.749,516.5623,7.560002,1153.2164,280.096,452.35013,257.0307,324.14203,187.67778,607452,0.01457211,7.8436694,0.03323589,24.68153,65.97017,8859.333,607965,61.9056,370.1049,355.91824,12.5999975,-738.8369,64.918274,214.57031,-22.367025,-7.953353,49.066376,5
"2779",2778,208,0.02130362,192965730,607642,360,2,6,607642,0.015938982,15.710172,0.048488185,51.067013,61.897255,35540.566,2229789,247.77434,476.0937,461.90704,8.640001,1216.1766,442.67664,459.50534,363.43814,351.53137,228.89622,607642,0.0053646383,4.5909524,0.022178514,19.215649,65.58874,3035.0657,565754,21.170473,299.27585,285.08917,8.280002,-746.3738,-24.567163,-29.161646,-32.197784,-22.276197,-51.557823,5
"2780",2779,208,0.04875423,192041505,608015,360,2,6,608015,0.005072063,5.032257,0.012184642,15.001737,95.135605,3646.6,718958,19.930134,312.52835,298.34167,3.6000004,814.5059,-107.427574,-193.70389,-32.007572,-36.436363,21.857555,608015,0.043682165,1.0585693,0.027142802,2.9999962,68.203415,161.36192,3694,1.0096323,88.03949,73.85282,3.6000004,-2.674031,43.58802,-31.307383,-20.768007,-11.345181,-9.241072,1
"2781",2780,208,0.021575624,192684702,608269,360,2,6,608269,0.0014648241,3.0602214,0.007321104,9.999994,74.8609,1348.5537,920625,8.899601,240.90543,226.71877,5.040001,904.49805,-37.245975,-296.37646,-27.345697,94.68551,47.122536,608269,0.0201108,0.83939046,0.01865312,2.5967932,62.393085,101.45899,5045,0.69480085,54.63184,40.445175,3.9600005,2.646671,55.758587,-15.434896,-31.33387,-18.926414,-15.787935,1
"2782",2781,208,0.19487657,231045847,608527,360,2,6,608527,0.0047501796,5.2884846,0.012651877,16.999872,77.23626,4027.4016,847842,24.94634,319.6798,305.49316,3.9600005,895.746,52.756824,-163.66005,-95.921646,-50.175144,-12.938209,608527,0.19012639,2.627037,0.059705388,7.999611,69.2257,993.79065,5227,5.8812976,218.92662,204.73994,5.760001,3.9318674,40.432365,-3.877073,-34.160072,-0.9744819,37.417652,1
"2783",2782,208,0.01797189,193169374,608793,360,2,6,608793,0.0145247085,18.09747,0.03641342,42.286407,62.370533,47162.645,3247063,327.65607,496.82245,482.6358,8.280002,1593.6462,-600.82306,116.080246,-468.56772,246.22475,-74.478226,608793,0.0034471813,4.4451156,0.018521314,13.84084,74.67537,2845.3035,825400,19.793953,282.85568,268.669,13.6799965,-676.7312,587.00696,-110.09178,-21.038906,80.40278,-31.387438,6
